Dealer Name: Kaplan Honda
Address:     1605 Nebraska Blvd
             East Valley, FL
Dealer ID:   38
Owner:       Kaplan, Edward
Date:        Fri, Dec 17, 2011 thru Thu, Dec 23, 2011  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JG148F11735161C36  Insight      2011  22030  24390  Rice, Ruth              Wed, Dec 22, 2011       D38-34-06 
 JC131F11235172X48  CR-V         2011  28566  30995  Murphy, Roger           Wed, Dec 22, 2011       D38-34-01 
 JA1X9S4253513BA4X  Accord       2011  31481  33089  Lee, Jason              Wed, Dec 22, 2011       D38-34-03 
 JB129S145351X8712  Civic        2011  22232  23055  Alvarez, Darrell        Fri, Dec 17, 2011       D38-34-04 
 JG148F11A351X8714  Insight      2011  22645  24390  Alvarez, Bill           Fri, Dec 17, 2011       D38-34-02 
 JB125G16A351X8716  Civic        2011  27006  28505  Alvarez, Darrell        Wed, Dec 22, 2011       D38-34-04 
 JH152SU10351X8718  Odyssey      2011  28457  30375  Alvarez, Darrell        Fri, Dec 17, 2011       D38-34-04 
 JE141F1133515XC7X  Crosstour    2011  34835  37640  Murphy, Roger           Tue, Dec 21, 2011       D38-34-01 
 JH152SU1A3513BA52  Odyssey      2011  27387  30375  Lee, Jason              Fri, Dec 17, 2011       D38-34-03 
 JA115SU363515XC74  Accord       2011  24291  25480  Henry, Courtney         Wed, Dec 22, 2011       D38-34-05 
 JD14AF4143513BA56  CR-Z         2011  32742  33705  Murphy, Roger           Sat, Dec 18, 2011       D38-34-01 
 JB123H15035119838  Civic        2011  26016  27600  Murphy, Roger           Wed, Dec 22, 2011       D38-34-01 
 JB129S1473513BA6X  Civic        2011  21301  23055  Rice, Ruth              Sat, Dec 18, 2011       D38-34-06 
 JH151F1103512A952  Odyssey      2011  41896  44825  Alvarez, Bill           Fri, Dec 17, 2011       D38-34-02 
 JC135F411351832B4  CR-V         2011  36600  39995  Rice, Ruth              Wed, Dec 22, 2011       D38-34-06 
 JC132FU1135161X96  CR-V         2011  29481  31995  Alvarez, Bill           Fri, Dec 17, 2011       D38-34-02 
 JB127S130351721A8  Civic        2011  15529  16655  Alvarez, Darrell        Wed, Dec 22, 2011       D38-34-04 
 JC132FU103514CB8X  CR-V         2011  30609  31995  Alvarez, Darrell        Tue, Dec 21, 2011       D38-34-04 
 JB121S121351721B2  Civic        2011  14928  16455  Alvarez, Bill           Wed, Dec 22, 2011       D38-34-02 
 JG148F1113512A964  Insight      2011  21907  24390  Rice, Ruth              Sun, Dec 19, 2011       D38-34-06 
 JG148F113351832C6  Insight      2011  23630  24390  Alvarez, Bill           Mon, Dec 20, 2011       D38-34-02 
 JA115SU35351X8748  Accord       2011  24419  25480  Alvarez, Darrell        Mon, Dec 20, 2011       D38-34-04 
 JA111S131351721CX  Accord       2011  21910  22480  Alvarez, Bill           Fri, Dec 17, 2011       D38-34-02 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JH15AS113X354C885  Odyssey     2007  17933  29375  Alvarez, Darrell        Tue, Dec 21, 2011       D38-34-04 
 JB127S138Y3361AA7  Civic       2008  10810  16655  Alvarez, Bill           Mon, Dec 20, 2011       D38-34-02 
 JH153FU16Y482A669  Odyssey     2008  29184  45825  Lee, Jason              Tue, Dec 21, 2011       D38-34-03 
 JH152SU1A1222A671  Odyssey     2009  22295  30375  Rice, Ruth              Fri, Dec 17, 2011       D38-34-06 
 JH157F313X1319563  Odyssey     2007  27225  45825  Alvarez, Darrell        Tue, Dec 21, 2011       D38-34-04 
 JH156S319W3319565  Odyssey     2006  15592  30375  Murphy, Roger           Thu, Dec 23, 2011       D38-34-01 
 JB127S137Y275X9A7  Civic       2008  10810  16655  Alvarez, Darrell        Sat, Dec 18, 2011       D38-34-04 
 JJ161FU13Y1672BC9  Pilot       2008  26587  42970  Murphy, Roger           Thu, Dec 23, 2011       D38-34-01 
 JB13ASU46YX783C11  Civic       2008  15548  23855  Henry, Courtney         Wed, Dec 22, 2011       D38-34-05 
 JJ16AF110Y3861AC3  Pilot       2008  27468  41970  Alvarez, Darrell        Mon, Dec 20, 2011       D38-34-04 
 JH154SU1AYX43B795  Odyssey     2008  20576  32375  Henry, Courtney         Sun, Dec 19, 2011       D38-34-05 
 JH153FU17W1183C17  Odyssey     2006  22575  45825  Henry, Courtney         Fri, Dec 17, 2011       D38-34-05 
 JH151F112Y34X8469  Odyssey     2008  29346  44825  Lee, Jason              Tue, Dec 21, 2011       D38-34-03 
 JB127S134133X8471  Civic       2009  12224  16655  Lee, Jason              Mon, Dec 20, 2011       D38-34-03 
 JC131F11913161AX3  CR-V        2009  22750  30995  Alvarez, Bill           Wed, Dec 22, 2011       D38-34-02 
 JH155FU17Y5P83C25  Odyssey     2008  43078  47825  Rice, Ruth              Thu, Dec 23, 2011       D38-34-06 
 JB129S142Y1672B17  Civic       2008  15022  23055  Lee, Jason              Sun, Dec 19, 2011       D38-34-03 
 JH15AS119Y244C8B9  Odyssey     2008  18131  29375  Murphy, Roger           Wed, Dec 22, 2011       D38-34-01 
