Dealer Name: Quality Honda
Address:     1624 Tupelo Road
             Norbert, FL
Dealer ID:   16
Owner:       Simpson, Homer
Date:        Sat, Aug 12, 2012 thru Fri, Aug 18, 2012  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JH153FU12433X7948  Odyssey      2012  41647  45825  Gonzales, Harold        Tue, Aug 15, 2012       D16-15-03 
 JB127S138433X795X  Civic        2012  15907  16655  Horton, Jon             Sun, Aug 13, 2012       D16-15-09 
 JC131F1114335C1A2  CR-V         2012  28143  30995  Horton, Jon             Tue, Aug 15, 2012       D16-15-09 
 JB129S1434334BX94  Civic        2012  21742  23055  Hunter, Yolanda         Thu, Aug 17, 2012       D16-15-02 
 JA1X8F321433824X6  Accord       2012  31894  34030  Cooper, Joanne          Wed, Aug 16, 2012       D16-15-01 
 JB129S146433X7958  Civic        2012  22212  23055  Freeman, Vickie         Sun, Aug 13, 2012       D16-15-05 
 JG148F1184334BXAX  Insight      2012  22356  24390  Murray, Gladys          Mon, Aug 14, 2012       D16-15-07 
 JA1X1S12243318A72  Accord       2012  22453  24089  Gonzales, Harold        Sun, Aug 13, 2012       D16-15-03 
 JH154SU1543329B84  Odyssey      2012  30363  32375  Daniels, Rhonda         Fri, Aug 18, 2012       D16-15-06 
 JB128SU3A43329B86  Civic        2012  15935  17455  Gonzales, Harold        Thu, Aug 17, 2012       D16-15-03 
 JB127S136433713X8  Civic        2012  16164  16655  Hunter, Yolanda         Thu, Aug 17, 2012       D16-15-02 
 JH152SU14433X797X  Odyssey      2012  27280  30375  Cooper, Joanne          Tue, Aug 15, 2012       D16-15-01 
 JD138FU1943318A82  CR-Z         2012  25198  27705  Cooper, Joanne          Mon, Aug 14, 2012       D16-15-01 
 JB127S1384334BXB4  Civic        2012  15137  16655  Freeman, Vickie         Sun, Aug 13, 2012       D16-15-05 
 JG148F11443318A86  Insight      2012  22107  24390  Freeman, Vickie         Sat, Aug 12, 2012       D16-15-05 
 JB129S14643371318  Civic        2012  21624  23055  Murray, Gladys          Wed, Aug 16, 2012       D16-15-07 
 JC131F11543329BAX  CR-V         2012  29086  30995  Gonzales, Harold        Tue, Aug 15, 2012       D16-15-03 
 JC133FU114336X212  CR-V         2012  33239  33995  Murray, Gladys          Mon, Aug 14, 2012       D16-15-07 
 JD14AF41343371324  CR-Z         2012  32618  33705  Gonzales, Harold        Tue, Aug 15, 2012       D16-15-03 
 JH152SU154334BXC6  Odyssey      2012  29129  30375  Crawford, Glen          Sun, Aug 13, 2012       D16-15-04 
 JD136F11A43318A98  CR-Z         2012  22765  24705  Freeman, Vickie         Mon, Aug 14, 2012       D16-15-05 
 JB121S1284335C11X  Civic        2012  14876  16455  Horton, Jon             Mon, Aug 14, 2012       D16-15-09 
 JA112F13643371332  Accord       2012  29541  32930  Hunter, Yolanda         Wed, Aug 16, 2012       D16-15-02 
 JE141F1124335C114  Crosstour    2012  36185  37640  Hunter, Yolanda         Tue, Aug 15, 2012       D16-15-02 
 JB129S14043329BB6  Civic        2012  20801  23055  Freeman, Vickie         Tue, Aug 15, 2012       D16-15-05 
 JH157F31343371338  Odyssey      2012  43498  45825  Cooper, Joanne          Sat, Aug 12, 2012       D16-15-01 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB121S12223182135  Civic       2010  12243  16455  Gonzales, Harold        Thu, Aug 17, 2012       D16-15-03 
 JB121S123Y2271X27  Civic       2008  10062  16455  Rose, Ida               Thu, Aug 17, 2012       D16-15-08 
 JH153FU1323118799  Odyssey     2010  32511  45825  Murray, Gladys          Tue, Aug 15, 2012       D16-15-07 
 JE145F41413882141  Crosstour   2009  29849  46640  Murray, Gladys          Tue, Aug 15, 2012       D16-15-07 
 JD136F117339X7693  CR-Z        2011  20375  24705  Hunter, Yolanda         Tue, Aug 15, 2012       D16-15-02 
 JA113SU3211171X35  Accord      2009  15449  23480  Gonzales, Harold        Sat, Aug 12, 2012       D16-15-03 
 JG148F118X4382147  Insight     2007  11970  24390  Murray, Gladys          Fri, Aug 18, 2012       D16-15-07 
 JH153FU19Y416XC29  Odyssey     2008  28272  45825  Gonzales, Harold        Mon, Aug 14, 2012       D16-15-03 
 JC133FU173X871X41  CR-V        2011  27900  33995  Rose, Ida               Mon, Aug 14, 2012       D16-15-08 
 JB126GU681394BA13  Civic       2009  19282  29305  Daniels, Rhonda         Tue, Aug 15, 2012       D16-15-06 
 JB127S1304X44BA15  Civic        2012  15683  16655  Hunter, Yolanda         Fri, Aug 18, 2012       D16-15-02 
 JH153FU19Y375CB27  Odyssey     2008  27360  45825  Horton, Jon             Mon, Aug 14, 2012       D16-15-09 
 JJ164F411Y21X76A9  Pilot       2008  32247  53970  Daniels, Rhonda         Thu, Aug 17, 2012       D16-15-06 
 JH152SU1914382291  Odyssey     2009  19986  30375  Daniels, Rhonda         Wed, Aug 16, 2012       D16-15-06 
