Dealer Name: Zeigler Honda
Address:     2940 Davison Highway
             Sawyer, TN
Dealer ID:   36
Owner:       Zeigler, Martin
Date:        Sat, Aug 12, 2012 thru Fri, Aug 18, 2012  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JD136F1114333BA66  CR-Z         2012  22765  24705  Fleming, Larry          Mon, Aug 14, 2012       D36-32-05 
 JA111S13843361X98  Accord       2012  22242  22480  Gonzales, Brian         Tue, Aug 15, 2012       D36-32-03 
 JD136F114433721BX  CR-Z         2012  23394  24705  Fleming, Larry          Sat, Aug 12, 2012       D36-32-05 
 JB121S1264335XC92  Civic        2012  16059  16455  Washington, Jerry       Wed, Aug 16, 2012       D36-32-01 
 JB129S1474335XC94  Civic        2012  21154  23055  Washington, Jerry       Sat, Aug 12, 2012       D36-32-01 
 JB127S1384333BA76  Civic        2012  16078  16655  Carr, Linda             Thu, Aug 17, 2012       D36-32-04 
 JA111S13A43319858  Accord       2012  20293  22480  Washington, Jerry       Fri, Aug 18, 2012       D36-32-01 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JH152SU1311P2A581  Odyssey     2009  19440  30375  Armstrong, Amber        Thu, Aug 17, 2012       D36-32-06 
 JB129S143231X8363  Civic       2010  17087  23055  Gonzales, Brian         Tue, Aug 15, 2012       D36-32-03 
 JH153FU11YX55X8B5  Odyssey     2008  26447  45825  Armstrong, Amber        Fri, Aug 18, 2012       D36-32-06 
 JJ161FU16322619C7  Pilot       2011  34736  42970  Carr, Linda             Thu, Aug 17, 2012       D36-32-04 
 JH155FU121X372AX9  Odyssey     2009  30608  47825  Carr, Linda             Sun, Aug 13, 2012       D36-32-04 
 JB127S1343374C7B1  Civic       2011  13855  16655  Webb, Hector            Wed, Aug 16, 2012       D36-32-02 
 JD137FU161232A593  CR-Z        2009  16913  25705  Fleming, Larry          Tue, Aug 15, 2012       D36-32-05 
 JK166FU182X94C7B5  Ridgeline   2010  35213  47750  Washington, Jerry       Mon, Aug 14, 2012       D36-32-01 
 JH158S41911P2A597  Odyssey     2009  25735  41375  Washington, Jerry       Thu, Aug 17, 2012       D36-32-01 
 JH157F312YX5X8379  Odyssey     2008  27360  45825  Armstrong, Amber        Tue, Aug 15, 2012       D36-32-06 
