Dealer Name: City Honda
Address:     9489 Ford Parkwark
             Brookland, GA
Dealer ID:   25
Owner:       Porter, Barbara
Date:        Sat, Aug 12, 2012 thru Fri, Aug 18, 2012  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB129S1464334B384  Civic        2012  22564  23055  Mcdonald, Eduardo       Tue, Aug 15, 2012       D25-22-05 
 JG148F11943329166  Insight      2012  23846  24390  Sullivan, Hazel         Fri, Aug 18, 2012       D25-22-06 
 JA1X5SU29433716B8  Accord       2012  24785  27089  Fuller, Jacob           Fri, Aug 18, 2012       D25-22-02 
 JC131F1134333A28X  CR-V         2012  28772  30995  Shelton, Alicia         Mon, Aug 14, 2012       D25-22-01 
 JC131F111433827X2  CR-V         2012  28614  30995  Wallace, Harry          Tue, Aug 15, 2012       D25-22-04 
 JB127S1324334B394  Civic        2012  15736  16655  Hall, Josephine         Thu, Aug 17, 2012       D25-22-03 
 JB122SU264336X5B6  Civic        2012  16908  17255  Fuller, Jacob           Fri, Aug 18, 2012       D25-22-02 
 JH158S41043329178  Odyssey      2012  40152  41375  Wallace, Harry          Mon, Aug 14, 2012       D25-22-04 
 JG148F11543318X7X  Insight      2012  21983  24390  Wallace, Harry          Sat, Aug 12, 2012       D25-22-04 
 JC131F1194334B3A2  CR-V         2012  30029  30995  Shelton, Alicia         Fri, Aug 18, 2012       D25-22-01 
 JB123H15343329184  Civic        2012  27208  27600  Shelton, Alicia         Sun, Aug 13, 2012       D25-22-01 
 JA115SU314334B3A6  Accord       2012  24114  25480  Fuller, Jacob           Fri, Aug 18, 2012       D25-22-02 
 JD136F117433X7C68  CR-Z         2012  23645  24705  Shelton, Alicia         Wed, Aug 16, 2012       D25-22-01 
 JA111S1324335C4CX  Accord       2012  20407  22480  Mcdonald, Eduardo       Wed, Aug 16, 2012       D25-22-05 
 JB127S13A4334B3B2  Civic        2012  16506  16655  Hall, Josephine         Sat, Aug 12, 2012       D25-22-03 
 JB127S13A43382724  Civic        2012  15308  16655  Mcdonald, Eduardo       Fri, Aug 18, 2012       D25-22-05 
 JB121S12A4333A2A6  Civic        2012  16228  16455  Wallace, Harry          Fri, Aug 18, 2012       D25-22-04 
