Dealer Name: Sally's Honda Plus
Address:     8187 Kline Ave
             Clarksville, NC
Dealer ID:   1
Owner:       Walker, Sally
Date:        Sat, Mar 11, 2012 thru Fri, Mar 17, 2012  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JE143FU104115C866  Crosstour    2012  38624  40640  Jennings, Terry         Fri, Mar 17, 2012       D01-01-02 
 JB121S12741118428  Civic        2012  15129  16455  Wood, Lloyd             Thu, Mar 16, 2012       D01-01-04 
 JA111S1364111843X  Accord       2012  21095  22480  Harper, Freddie         Sat, Mar 11, 2012       D01-01-05 
 JA1X2F12841182BA2  Accord       2012  31638  33030  Russell, Connie         Tue, Mar 14, 2012       D01-01-01 
 JB121S12041182BA4  Civic        2012  16144  16455  Ryan, Margie            Tue, Mar 14, 2012       D01-01-06 
 JA1X9S42341171A96  Accord       2012  30688  33089  Jennings, Terry         Tue, Mar 14, 2012       D01-01-02 
 JC132FU164116X988  CR-V         2012  30822  31995  Ryan, Margie            Thu, Mar 16, 2012       D01-01-06 
 JH151F1104112955X  Odyssey      2012  43464  44825  Harper, Freddie         Sun, Mar 12, 2012       D01-01-05 
 JJ161FU1241171AA2  Pilot        2012  39946  42970  Jennings, Terry         Mon, Mar 13, 2012       D01-01-02 
 JA115SU3A41129554  Accord       2012  22948  25480  Ryan, Margie            Mon, Mar 13, 2012       D01-01-06 
 JB123H1584114B776  Civic        2012  25245  27600  Harper, Freddie         Wed, Mar 15, 2012       D01-01-05 
 JA1X7S32441118448  Accord       2012  24517  25089  Russell, Connie         Mon, Mar 13, 2012       D01-01-01 
 JE142FU104114B78X  Crosstour    2012  36744  38640  Wood, Lloyd             Sat, Mar 11, 2012       D01-01-04 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JC132FU1512518427  CR-V        2009  20476  31995  King, Michelle          Sun, Mar 12, 2012       D01-01-03 
 JH154SU171266X979  Odyssey     2009  21302  32375  Jennings, Terry         Thu, Mar 16, 2012       D01-01-02 
 JA1X9S421148X7321  Accord      2009  21772  33089  Russell, Connie         Sun, Mar 12, 2012       D01-01-01 
 JG148F1121X771A93  Insight     2009  16048  24390  Russell, Connie         Tue, Mar 14, 2012       D01-01-01 
 JJ164F413WX982BA5  Pilot       2006  22916  53970  Wood, Lloyd             Wed, Mar 15, 2012       D01-01-04 
 JH153FU124X15C877  Odyssey      2012  41617  45825  Jennings, Terry         Mon, Mar 13, 2012       D01-01-02 
 JB127S1362X8X7329  Civic       2010  12153  16655  King, Michelle          Tue, Mar 14, 2012       D01-01-03 
 JE144F312132X7331  Crosstour   2009  25425  38640  Ryan, Margie            Fri, Mar 17, 2012       D01-01-06 
 JH154SU16Y143A663  Odyssey     2008  18647  32375  Russell, Connie         Tue, Mar 14, 2012       D01-01-01 
 JH151F11814P3A665  Odyssey     2009  29494  44825  Jennings, Terry         Fri, Mar 17, 2012       D01-01-02 
 JH155FU1133829557  Odyssey     2011  39102  47825  Jennings, Terry         Sat, Mar 11, 2012       D01-01-02 
 JB127S136Y2918449  Civic       2008  10186  16655  Ryan, Margie            Mon, Mar 13, 2012       D01-01-06 
 JD136F1163186X9A1  CR-Z        2011  20375  24705  Russell, Connie         Sat, Mar 11, 2012       D01-01-01 
 JC132FU112155C893  CR-V        2010  23198  31995  Harper, Freddie         Mon, Mar 13, 2012       D01-01-05 
