Dealer Name: Wallace Honda
Address:     2132 Tupelo Road
             Clarksville, NC
Dealer ID:   4
Owner:       Wallace, Patrick
Date:        Fri, Nov 12, 2011 thru Thu, Nov 18, 2011  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB129S1413463A77X  Civic        2011  20952  23055  Richards, Angela        Thu, Nov 18, 2011       D04-04-06 
 JB129S14734629662  Civic        2011  21417  23055  Pena, Elaine            Mon, Nov 15, 2011       D04-04-05 
 JA1X1S1213464B884  Accord       2011  23341  24089  Pena, Elaine            Sun, Nov 14, 2011       D04-04-05 
 JH154SU1634629666  Odyssey      2011  31133  32375  Russell, Jerry          Tue, Nov 16, 2011       D04-04-03 
 JJ16AF11434629668  Pilot        2011  37553  41970  Dixon, Patsy            Fri, Nov 12, 2011       D04-04-07 
 JC131F1163464B89X  CR-V         2011  27941  30995  Campbell, Jeanne        Sat, Nov 13, 2011       D04-04-02 
 JB129S1403466XAB2  Civic        2011  22116  23055  Miller, Julian          Sat, Nov 13, 2011       D04-04-04 
 JH152SU193466XAB4  Odyssey      2011  28917  30375  Russell, Jerry          Sun, Nov 14, 2011       D04-04-03 
 JC131F1163465C9A6  CR-V         2011  28410  30995  Dixon, Patsy            Tue, Nov 16, 2011       D04-04-07 
 JE142FU1234629678  Crosstour    2011  35950  38640  Lucas, Carl             Wed, Nov 17, 2011       D04-04-01 
 JA1X1S1243465C9BX  Accord       2011  23098  24089  Richards, Angela        Fri, Nov 12, 2011       D04-04-06 
 JC132FU1034671BX2  CR-V         2011  30447  31995  Campbell, Jeanne        Sun, Nov 14, 2011       D04-04-02 
 JE143FU1134629684  Crosstour    2011  36982  40640  Dixon, Patsy            Wed, Nov 17, 2011       D04-04-07 
 JH153FU143463A796  Odyssey      2011  44438  45825  Miller, Julian          Fri, Nov 12, 2011       D04-04-04 
 JH153FU183463A798  Odyssey      2011  40754  45825  Dixon, Patsy            Tue, Nov 16, 2011       D04-04-07 
 JK166FU113463A7AX  Ridgeline    2011  42457  47750  Miller, Julian          Sat, Nov 13, 2011       D04-04-04 
 JB127S13334671B12  Civic        2011  15107  16655  Lucas, Carl             Sat, Nov 13, 2011       D04-04-01 
 JA1X3SU283464B8B4  Accord       2011  23288  25089  Richards, Angela        Sat, Nov 13, 2011       D04-04-06 
 JA116FU33346X7476  Accord       2011  34347  35930  Pena, Elaine            Wed, Nov 17, 2011       D04-04-05 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JH15AS116128X7423  Odyssey     2009  21561  29375  Wilson, Chad            Mon, Nov 15, 2011       D04-04-08 
 JD136F118W316XA85  CR-Z        2006  12015  24705  Russell, Jerry          Tue, Nov 16, 2011       D04-04-03 
 JB13ASU44X4718537  Civic       2007  14043  23855  Lucas, Carl             Wed, Nov 17, 2011       D04-04-01 
 JD139F313X344B869  CR-Z        2007  15658  25705  Richards, Angela        Wed, Nov 17, 2011       D04-04-06 
 JB127S136Y333A761  Civic       2008  10810  16655  Lucas, Carl             Fri, Nov 12, 2011       D04-04-01 
 JH156S319YX25C983  Odyssey     2008  19838  30375  Miller, Julian          Thu, Nov 18, 2011       D04-04-04 
 JH153FU12129X7435  Odyssey     2009  32994  45825  Miller, Julian          Sat, Nov 13, 2011       D04-04-04 
 JH155FU13W324B877  Odyssey     2006  22396  47825  Miller, Julian          Thu, Nov 18, 2011       D04-04-04 
 JH153FU10X224B879  Odyssey     2007  27225  45825  Russell, Jerry          Fri, Nov 12, 2011       D04-04-03 
 JD137FU1513318551  CR-Z        2009  18507  25705  Russell, Jerry          Wed, Nov 17, 2011       D04-04-03 
