Dealer Name: Yancy Honda
Address:     351 Washington St
             West Junction, AL
Dealer ID:   8
Owner:       Yancy, Clark
Date:        Sat, Jan 22, 2012 thru Fri, Jan 28, 2012  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JA117S3384X44B918  Accord       2012  21895  23480  Rogers, Donna           Wed, Jan 26, 2012       D08-08-02 
 JB121S1204X43A94X  Civic        2012  14960  16455  Parker, Tracy           Wed, Jan 26, 2012       D08-08-01 
 JB121S1254X44BA52  Civic        2012  15383  16455  Rogers, Donna           Tue, Jan 25, 2012       D08-08-02 
 JA1X8F3254X44BA54  Accord       2012  31204  34030  Rogers, Donna           Sat, Jan 22, 2012       D08-08-02 
 JB121S1234X429836  Civic        2012  16313  16455  Parker, Tracy           Sat, Jan 22, 2012       D08-08-01 
 JB127S1334X45CB68  Civic        2012  15993  16655  Rogers, Donna           Tue, Jan 25, 2012       D08-08-02 
 JA1X2F1244X46XC8X  Accord       2012  32140  33030  Parker, Tracy           Sat, Jan 22, 2012       D08-08-01 
 JF146S1184X45CB72  Fit          2012  14909  16025  Parker, Tracy           Fri, Jan 28, 2012       D08-08-01 
 JB127S1374X418734  Civic        2012  15907  16655  Rogers, Donna           Sun, Jan 23, 2012       D08-08-02 
 JB129S1424X44BA66  Civic        2012  21036  23055  Parker, Tracy           Fri, Jan 28, 2012       D08-08-01 
 JA111S1374X44BA68  Accord       2012  20751  22480  Parker, Tracy           Fri, Jan 28, 2012       D08-08-01 
 JB127S1304X44BA7X  Civic        2012  16420  16655  Rogers, Donna           Fri, Jan 28, 2012       D08-08-02 
 JB121S1214X429852  Civic        2012  15975  16455  Rogers, Donna           Tue, Jan 25, 2012       D08-08-02 
 JH155FU144X4X7634  Odyssey      2012  44171  47825  Rogers, Donna           Wed, Jan 26, 2012       D08-08-02 
 JB127S1354X46XC96  Civic        2012  15822  16655  Rogers, Donna           Thu, Jan 27, 2012       D08-08-02 
 JH153FU124X418748  Odyssey      2012  44192  45825  Rogers, Donna           Wed, Jan 26, 2012       D08-08-02 
 JA117S3334X471XBX  Accord       2012  22853  23480  Rogers, Donna           Sun, Jan 23, 2012       D08-08-02 
 JH156S3184X44BA82  Odyssey      2012  27434  30375  Rogers, Donna           Tue, Jan 25, 2012       D08-08-02 
 JD136F1104X45CB94  CR-Z         2012  24023  24705  Parker, Tracy           Wed, Jan 26, 2012       D08-08-01 
 JB122SU264X4X7646  Civic        2012  16996  17255  Parker, Tracy           Sun, Jan 23, 2012       D08-08-01 
 JH152SU184X46XCA8  Odyssey      2012  27742  30375  Rogers, Donna           Wed, Jan 26, 2012       D08-08-02 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
