Dealer Name: Lance Honda
Address:     1136 Brooklin Ave
             Norbert, FL
Dealer ID:   17
Owner:       Lance, Samuel
Date:        Fri, Dec 10, 2011 thru Thu, Dec 16, 2011  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JA1X3SU2035P18A74  Accord       2011  23035  25089  Medina, Emily           Mon, Dec 13, 2011       D17-16-07 
 JA111S13835PX7966  Accord       2011  21910  22480  Cole, Peter             Wed, Dec 15, 2011       D17-16-02 
 JC132FU1935P713X8  CR-V         2011  29964  31995  Morris, Bobbie          Sat, Dec 11, 2011       D17-16-05 
 JH152SU1535P6X2XX  Odyssey      2011  28764  30375  Rodriguez, Mathew       Sat, Dec 11, 2011       D17-16-06 
 JH153FU1735P18A82  Odyssey      2011  44438  45825  Hansen, Ralph           Sat, Dec 11, 2011       D17-16-09 
 JC133FU1635P29B94  CR-V         2011  30969  33995  Lambert, Anita          Sat, Dec 11, 2011       D17-16-01 
 JE141F11335P5C1C6  Crosstour    2011  34457  37640  Baker, Lynn             Tue, Dec 14, 2011       D17-16-08 
 JA1X3SU2035P18A88  Accord       2011  23035  25089  West, Sally             Mon, Dec 13, 2011       D17-16-04 
 JB129S14435P4BXCX  Civic        2011  21301  23055  Morris, Bobbie          Wed, Dec 15, 2011       D17-16-05 
 JB127S13635P29BA2  Civic        2011  16036  16655  Hansen, Ralph           Fri, Dec 10, 2011       D17-16-09 
 JA111S13A35P6X214  Accord       2011  21342  22480  Medina, Emily           Sun, Dec 12, 2011       D17-16-07 
 JA1X5SU2735P18A96  Accord       2011  26358  27089  Rodriguez, Mathew       Mon, Dec 13, 2011       D17-16-06 
 JC132FU1A35P5C1X8  CR-V         2011  31092  31995  West, Sally             Thu, Dec 16, 2011       D17-16-04 
 JD139F31135P6X22X  CR-Z         2011  24633  25705  Hansen, Ralph           Fri, Dec 10, 2011       D17-16-09 
 JB127S13635P71332  Civic        2011  15360  16655  Rodriguez, Mathew       Mon, Dec 13, 2011       D17-16-06 
 JC133FU1035P18AA4  CR-V         2011  32337  33995  Medina, Emily           Thu, Dec 16, 2011       D17-16-07 
 JA112F13035P6X226  Accord       2011  31497  32930  Herrera, Nina           Mon, Dec 13, 2011       D17-16-03 
 JA111S13A35P5C118  Accord       2011  20775  22480  Lambert, Anita          Tue, Dec 14, 2011       D17-16-01 
 JA116FU3535P5C12X  Accord       2011  33804  35930  Morris, Bobbie          Sun, Dec 12, 2011       D17-16-05 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JC132FU1A24882249  CR-V        2010  25776  31995  Medina, Emily           Fri, Dec 10, 2011       D17-16-07 
 JH158S41011671141  Odyssey     2009  29790  41375  Herrera, Nina           Thu, Dec 16, 2011       D17-16-03 
 JH157F315Y3482253  Odyssey     2008  29184  45825  Herrera, Nina           Tue, Dec 14, 2011       D17-16-03 
 JH153FU121474BB15  Odyssey     2009  33635  45825  West, Sally             Wed, Dec 15, 2011       D17-16-04 
 JH152SU151443AAX7  Odyssey     2009  22295  30375  Medina, Emily           Thu, Dec 16, 2011       D17-16-07 
 JH153FU17X196XX39  Odyssey     2007  28132  45825  West, Sally             Sat, Dec 11, 2011       D17-16-04 
 JK167FU1612671281  Ridgeline   2009  36516  49750  Lambert, Anita          Thu, Dec 16, 2011       D17-16-01 
 JG148F1101274BC53  Insight     2009  17560  24390  Rodriguez, Mathew       Sat, Dec 11, 2011       D17-16-06 
 JH157F312Y3329A35  Odyssey     2008  29184  45825  Rodriguez, Mathew       Thu, Dec 16, 2011       D17-16-06 
 JB129S145W2382397  Civic       2006  11190  23055  West, Sally             Tue, Dec 14, 2011       D17-16-04 
 JD136F110WX871289  CR-Z        2006  12615  24705  West, Sally             Wed, Dec 15, 2011       D17-16-04 
 JG148F111YX33AB51  Insight     2008  15900  24390  Rodriguez, Mathew       Mon, Dec 13, 2011       D17-16-06 
 JE141F116Y3229A43  Crosstour   2008  24619  37640  Lambert, Anita          Wed, Dec 15, 2011       D17-16-01 
 JE141F113X1871295  Crosstour   2007  22314  37640  Rodriguez, Mathew       Sat, Dec 11, 2011       D17-16-06 
 JG148F115X31X7827  Insight     2007  14842  24390  Medina, Emily           Sat, Dec 11, 2011       D17-16-07 
 JB129S147X495CX79  Civic       2007  14015  23055  Hansen, Ralph           Sun, Dec 12, 2011       D17-16-09 
 JH157F3141X8823B1  Odyssey     2009  32352  45825  West, Sally             Fri, Dec 10, 2011       D17-16-04 
