Dealer Name: Kronnen Honda
Address:     4641 Johnstown Drive
             Norbert, FL
Dealer ID:   18
Owner:       Kronnen, Winston
Date:        Fri, Dec 10, 2011 thru Thu, Dec 16, 2011  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB129S14835P29BC2  Civic        2011  20835  23055  Bennett, Tiffany        Sat, Dec 11, 2011       D18-17-07 
 JA117S33135P82454  Accord       2011  22282  23480  Curtis, Jimmie          Wed, Dec 15, 2011       D18-17-06 
 JB121S12A35P4BX16  Civic        2011  16096  16455  Watkins, Tiffany        Thu, Dec 16, 2011       D18-17-04 
 JC131F11735P6X238  CR-V         2011  29034  30995  Watkins, Tiffany        Tue, Dec 14, 2011       D18-17-04 
 JC134F31935P7148X  CR-V         2011  28998  31995  Curtis, Jimmie          Sat, Dec 11, 2011       D18-17-06 
 JJ162FU1735P29C32  Pilot        2011  43161  44970  Carroll, Danny          Sun, Dec 12, 2011       D18-17-05 
 JH154SU1035P5C264  Odyssey      2011  29177  32375  Scott, Jack             Tue, Dec 14, 2011       D18-17-08 
 JA111S13635P3AX46  Accord       2011  20093  22480  Rice, Derrick           Tue, Dec 14, 2011       D18-17-09 
 JA1X5SU2735PX7A18  Accord       2011  25811  27089  Scott, Jack             Sat, Dec 11, 2011       D18-17-08 
 JH153FU1835PX7A2X  Odyssey      2011  42596  45825  Larson, Pauline         Sun, Dec 12, 2011       D18-17-03 
 JB127S13135P6X382  Civic        2011  16289  16655  Rice, Derrick           Wed, Dec 15, 2011       D18-17-09 
 JH153FU1435P4B164  Odyssey      2011  41445  45825  Watkins, Tiffany        Sat, Dec 11, 2011       D18-17-04 
 JJ161FU1335P29C46  Pilot        2011  39523  42970  Peterson, Judy          Wed, Dec 15, 2011       D18-17-01 
 JG148F11A35P6X388  Insight      2011  22768  24390  Peterson, Judy          Thu, Dec 16, 2011       D18-17-01 
 JB127S13535PX7A3X  Civic        2011  14938  16655  Curtis, Jimmie          Wed, Dec 15, 2011       D18-17-06 
 JA112F13935P3AX62  Accord       2011  30171  32930  Watkins, Tiffany        Wed, Dec 15, 2011       D18-17-04 
 JA111S13135P825B4  Accord       2011  21910  22480  Larson, Pauline         Thu, Dec 16, 2011       D18-17-03 
 JA112F13735P4B176  Accord       2011  30502  32930  Carroll, Danny          Tue, Dec 14, 2011       D18-17-05 
 JJ16AF11A35PX7A38  Pilot        2011  37764  41970  Carroll, Danny          Thu, Dec 16, 2011       D18-17-05 
 JB129S14635P4B18X  Civic        2011  21534  23055  Watkins, Tiffany        Mon, Dec 13, 2011       D18-17-04 
 JA111S13735P3AX72  Accord       2011  21569  22480  Watkins, Tiffany        Sun, Dec 12, 2011       D18-17-04 
 JE141F11535P6X3A4  Crosstour    2011  36539  37640  Watkins, Tiffany        Sat, Dec 11, 2011       D18-17-04 
 JJ161FU1935P29C66  Pilot        2011  41683  42970  Richards, Jessica       Wed, Dec 15, 2011       D18-17-02 
 JJ16AF11735P29C68  Pilot        2011  39874  41970  Watkins, Tiffany        Wed, Dec 15, 2011       D18-17-04 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JH152SU11Y354BC73  Odyssey     2008  19838  30375  Bennett, Tiffany        Tue, Dec 14, 2011       D18-17-07 
 JK168F315Y134BC75  Ridgeline   2008  30416  47750  Watkins, Tiffany        Sat, Dec 11, 2011       D18-17-04 
 JE141F11323218947  Crosstour   2010  30292  37640  Curtis, Jimmie          Wed, Dec 15, 2011       D18-17-06 
 JB127S13A2223AB69  Civic       2010  13672  16655  Rice, Derrick           Thu, Dec 16, 2011       D18-17-09 
 JH153FU19V4P29A61  Odyssey     2005  17970  45825  Curtis, Jimmie          Sun, Dec 12, 2011       D18-17-06 
 JB128SU37YX8X7843  Civic       2008  11337  17455  Carroll, Danny          Fri, Dec 10, 2011       D18-17-05 
 JK166FU16W396X1A5  Ridgeline   2006  23537  47750  Watkins, Tiffany        Fri, Dec 10, 2011       D18-17-04 
 JH153FU1AY486X1A7  Odyssey     2008  29184  45825  Rice, Derrick           Sat, Dec 11, 2011       D18-17-09 
 JH151F118216823C9  Odyssey     2010  36040  44825  Watkins, Tiffany        Fri, Dec 10, 2011       D18-17-04 
 JG148F116Y18712C1  Insight     2008  15465  24390  Scott, Jack             Wed, Dec 15, 2011       D18-17-08 
 JH151F11AY324BC93  Odyssey     2008  29346  44825  Rice, Derrick           Wed, Dec 15, 2011       D18-17-09 
 JH153FU17Y316X1B5  Odyssey     2008  29184  45825  Watkins, Tiffany        Fri, Dec 10, 2011       D18-17-04 
 JB121S126X39823X7  Civic       2007  9923   16455  Rice, Derrick           Wed, Dec 15, 2011       D18-17-09 
 JH155FU12XX9823X9  Odyssey     2007  28425  47825  Carroll, Danny          Tue, Dec 14, 2011       D18-17-05 
 JD138FU1AXX23AB91  CR-Z        2007  16898  27705  Larson, Pauline         Sat, Dec 11, 2011       D18-17-03 
