Dealer Name: Adams Honda
Address:     4008 Lee Road
             Louderdale, FL
Dealer ID:   32
Owner:       Adams, Jon
Date:        Sat, May 20, 2012 thru Fri, May 26, 2012  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JC131F1114212A7A4  CR-V         2012  29086  30995  Bryant, Raul            Wed, May 24, 2012       D32-28-04 
 JB129S1464213B8B6  Civic        2012  22447  23055  Freeman, Arthur         Fri, May 26, 2012       D32-28-05 
 JC134F3114215XAX8  CR-V         2012  30822  31995  Bryant, Raul            Sun, May 21, 2012       D32-28-04 
 JC131F1194215XA1X  CR-V         2012  29086  30995  Hicks, Andre            Sat, May 20, 2012       D32-28-01 
 JH151F1104215XA12  Odyssey      2012  40294  44825  Bryant, Raul            Fri, May 26, 2012       D32-28-04 
 JA115SU364213B8C4  Accord       2012  24374  25480  Hicks, Andre            Fri, May 26, 2012       D32-28-01 
 JD136F11642161B26  CR-Z         2012  24148  24705  Freeman, Arthur         Mon, May 22, 2012       D32-28-05 
 JB121S1294212A7B8  Civic        2012  16313  16455  Spencer, Sean           Thu, May 25, 2012       D32-28-02 
 JB127S1354213B8XX  Civic        2012  15394  16655  Anderson, Brad          Sun, May 21, 2012       D32-28-03 
 JG148F11942172C42  Insight      2012  22728  24390  Bryant, Raul            Wed, May 24, 2012       D32-28-04 
 JA1X4FU274215XA24  Accord       2012  32066  34030  Freeman, Arthur         Sat, May 20, 2012       D32-28-05 
 JG149FU1942161B36  Insight      2012  22691  25190  Bryant, Raul            Thu, May 25, 2012       D32-28-04 
 JC132FU1342172C48  CR-V         2012  29038  31995  Freeman, Arthur         Thu, May 25, 2012       D32-28-05 
 JC131F11042161C7X  CR-V         2012  28614  30995  Freeman, Arthur         Sun, May 21, 2012       D32-28-05 
 JD136F11442183192  CR-Z         2012  24400  24705  Hicks, Andre            Sat, May 20, 2012       D32-28-01 
 JE141F11042183194  Crosstour    2012  33519  37640  Anderson, Brad          Wed, May 24, 2012       D32-28-03 
 JB129S14342161C76  Civic        2012  22329  23055  Spencer, Sean           Thu, May 25, 2012       D32-28-02 
 JD136F1124212A838  CR-Z         2012  22765  24705  Spencer, Sean           Mon, May 22, 2012       D32-28-02 
 JA1X5SU20421831AX  Accord       2012  24509  27089  Anderson, Brad          Sun, May 21, 2012       D32-28-03 
 JB125G16A421831A2  Civic        2012  26928  28505  Bryant, Raul            Mon, May 22, 2012       D32-28-04 
 JA1X7S3224212A844  Accord       2012  23623  25089  Hicks, Andre            Sun, May 21, 2012       D32-28-01 
 JB121S12642172X96  Civic        2012  15890  16455  Freeman, Arthur         Wed, May 24, 2012       D32-28-05 
 JH153FU12421831A8  Odyssey      2012  42804  45825  Anderson, Brad          Tue, May 23, 2012       D32-28-03 
 JA1X1S12A4211974X  Accord       2012  23434  24089  Hicks, Andre            Fri, May 26, 2012       D32-28-01 
 JD137FU12421X8632  CR-Z         2012  24193  25705  Bryant, Raul            Thu, May 25, 2012       D32-28-04 
 JC131F1164212A854  CR-V         2012  29243  30995  Spencer, Sean           Wed, May 24, 2012       D32-28-02 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JK165F11532629147  Ridgeline   2011  37760  46750  Hicks, Andre            Wed, May 24, 2012       D32-28-01 
 JH153FU173456X589  Odyssey     2011  37020  45825  Spencer, Sean           Tue, May 23, 2012       D32-28-02 
 JB121S121YX4827B1  Civic       2008  10062  16455  Anderson, Brad          Sat, May 20, 2012       D32-28-03 
 JH159F4171X8X7C33  Odyssey     2009  36368  56825  Anderson, Brad          Wed, May 24, 2012       D32-28-03 
 JB127S1361135C485  Civic       2009  10958  16655  Freeman, Arthur         Mon, May 22, 2012       D32-28-05 
 JA119S43521P6X597  Accord      2010  23271  31480  Bryant, Raul            Wed, May 24, 2012       D32-28-04 
 JH157F31522429159  Odyssey     2010  33800  45825  Anderson, Brad          Fri, May 26, 2012       D32-28-03 
 JJ161FU19X135C491  Pilot       2007  21260  42970  Anderson, Brad          Mon, May 22, 2012       D32-28-03 
 JH152SU151174B383  Odyssey     2009  19986  30375  Spencer, Sean           Tue, May 23, 2012       D32-28-02 
 JH153FU19X24X7C45  Odyssey     2007  23821  45825  Bryant, Raul            Sun, May 21, 2012       D32-28-04 
 JE141F110X144B387  Crosstour   2007  19524  37640  Bryant, Raul            Sat, May 20, 2012       D32-28-04 
 JB127S1374X73A279  Civic        2012  15683  16655  Anderson, Brad          Tue, May 23, 2012       D32-28-03 
 JK166FU10342X7C51  Ridgeline   2011  39042  47750  Bryant, Raul            Sun, May 21, 2012       D32-28-04 
 JH152SU19X243A283  Odyssey     2007  14962  30375  Freeman, Arthur         Thu, May 25, 2012       D32-28-05 
 JJ161FU13347716C5  Pilot       2011  34736  42970  Anderson, Brad          Sun, May 21, 2012       D32-28-03 
 JF146S1113244B397  Fit         2011  13344  16025  Anderson, Brad          Sun, May 21, 2012       D32-28-03 
 JB127S1381126X5B9  Civic       2009  10958  16655  Hicks, Andre            Sat, May 20, 2012       D32-28-01 
 JC132FU12X24X7C61  CR-V        2007  15772  31995  Bryant, Raul            Mon, May 22, 2012       D32-28-04 
 JB127S13AY1482713  Civic       2008  10186  16655  Hicks, Andre            Tue, May 23, 2012       D32-28-01 
 JB127S13A112X7C65  Civic       2009  10958  16655  Spencer, Sean           Sat, May 20, 2012       D32-28-02 
 JH151F111X2682717  Odyssey     2007  23296  44825  Bryant, Raul            Mon, May 22, 2012       D32-28-04 
 JD137FU1AXX618X79  CR-Z        2007  12627  25705  Freeman, Arthur         Thu, May 25, 2012       D32-28-05 
