Dealer Name: Thomas Team Honda
Address:     2825 Kline Ave
             Grayland, TN
Dealer ID:   19
Owner:       Thomas, Phil
Date:        Tue, Sep 17, 2014 thru Mon, Sep 23, 2014  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB121S12863818X8X  Civic        2014  15879  16455  Hughes, Hazel           Tue, Sep 17, 2014       D19-18-01 
 JB128SU316386X5X2  Civic        2014  17345  17455  Rice, Joann             Mon, Sep 23, 2014       D19-18-07 
 JA111S131638X7C74  Accord       2014  22678  22480  Rodriguez, Marc         Sun, Sep 22, 2014       D19-18-02 
 JA111S13563829196  Accord       2014  21042  22480  Hernandez, Jeanne       Fri, Sep 20, 2014       D19-18-03 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JH15AS1112146XX17  Odyssey     2002  17760  29375  Sanchez, Walter         Sun, Sep 22, 2014       D19-18-08 
 JK169F412Y3671129  Ridgeline   2000  25165  58750  Hughes, Hazel           Sat, Sep 21, 2014       D19-18-01 
 JJ164F41331782241  Pilot       2003  35808  53970  Rodriguez, Marc         Sat, Sep 21, 2014       D19-18-02 
 JH158S4135445CC13  Odyssey     2005  33397  41375  Daniels, Ernest         Mon, Sep 23, 2014       D19-18-04 
 JB121S12363P71135  Civic        2014  15909  16455  Hernandez, Jeanne       Wed, Sep 18, 2014       D19-18-03 
 JJ16AF1112X371137  Pilot       2002  26160  41970  Rodriguez, Marc         Mon, Sep 23, 2014       D19-18-02 
