Dealer Name: Carter Honda
Address:     2499 Bob Jones St
             Louderdale, FL
Dealer ID:   29
Owner:       Carter, Jimmy
Date:        Thu, Apr 16, 2010 thru Wed, Apr 22, 2010  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JC131F1132166X532  CR-V         2010  29290  30995  Lucas, Jose             Fri, Apr 17, 2010       D29-25-06 
 JG148F1192163A2X4  Insight      2010  22316  24390  Rodriguez, Leonard      Sun, Apr 19, 2010       D29-25-01 
 JA114FU332166X536  Accord       2010  31385  33930  Coleman, Arnold         Thu, Apr 16, 2010       D29-25-05 
 JC133FU172165C428  CR-V         2010  30935  33995  Lucas, Jose             Thu, Apr 16, 2010       D29-25-06 
 JA113SU342164C75X  Accord       2010  22658  23480  Rodriguez, Leonard      Wed, Apr 22, 2010       D29-25-01 
 JC133FU1A2165X862  CR-V         2010  32295  33995  Lucas, Jose             Sun, Apr 19, 2010       D29-25-06 
 JA112F1382162A534  Accord       2010  31283  32930  Walker, Roland          Tue, Apr 21, 2010       D29-25-04 
 JC134F3192164C756  CR-V         2010  28955  31995  Walker, Roland          Mon, Apr 20, 2010       D29-25-04 
 JB127S13821619428  Civic        2010  16155  16655  Graham, Sheila          Fri, Apr 17, 2010       D29-25-03 
 JB129S1402162A54X  Civic        2010  21786  23055  Graham, Sheila          Mon, Apr 20, 2010       D29-25-03 
 JB121S1272165X872  Civic        2010  14809  16455  Coleman, Arnold         Wed, Apr 22, 2010       D29-25-05 
 JB127S1312165X874  Civic        2010  14822  16655  Lawson, Carolyn         Fri, Apr 17, 2010       D29-25-02 
 JB122SU2321683BA6  Civic        2010  16651  17255  Lawson, Carolyn         Sat, Apr 18, 2010       D29-25-02 
 JA1X5SU242165X878  Accord       2010  26005  27089  Coleman, Arnold         Fri, Apr 17, 2010       D29-25-05 
 JH151F11621672AAX  Odyssey      2010  41014  44825  Coleman, Arnold         Mon, Apr 20, 2010       D29-25-05 
 JB121S1232163B662  Civic        2010  15714  16455  Rodriguez, Leonard      Mon, Apr 20, 2010       D29-25-01 
 JB121S12821661994  Civic        2010  15138  16455  Coleman, Arnold         Sun, Apr 19, 2010       D29-25-05 
 JB121S1242162A556  Civic        2010  15303  16455  Lucas, Jose             Sat, Apr 18, 2010       D29-25-06 
 JK167FU11216X8338  Ridgeline    2010  45770  49750  Walker, Roland          Sat, Apr 18, 2010       D29-25-04 
 JE141F111216619AX  Crosstour    2010  35193  37640  Walker, Roland          Wed, Apr 22, 2010       D29-25-04 
