Dealer Name: Quality Honda
Address:     1624 Tupelo Road
             Norbert, FL
Dealer ID:   16
Owner:       Simpson, Homer
Date:        Wed, Sep 10, 2015 thru Tue, Sep 16, 2015  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB121S12773718CA2  Civic        2015  16701  16455  Hunter, Yolanda         Sat, Sep 13, 2015       D16-15-02 
 JB121S12873729XB4  Civic        2015  16173  16455  Daniels, Rhonda         Thu, Sep 11, 2015       D16-15-06 
 JB127S13273729XB6  Civic        2015  16002  16655  Murray, Gladys          Fri, Sep 12, 2015       D16-15-07 
 JA1X6FU287376X428  Accord       2015  34554  36030  Cooper, Joanne          Thu, Sep 11, 2015       D16-15-01 
 JE144F3167374B21X  Crosstour    2015  36782  38640  Murray, Gladys          Fri, Sep 12, 2015       D16-15-07 
 JJ162FU1673771542  Pilot        2015  43559  44970  Freeman, Vickie         Sat, Sep 13, 2015       D16-15-05 
 JB127S13473718CB4  Civic        2015  15824  16655  Rose, Ida               Wed, Sep 10, 2015       D16-15-08 
 JH152SU187375C326  Odyssey      2015  30240  30375  Rose, Ida               Wed, Sep 10, 2015       D16-15-08 
 JG148F1147373A1X8  Insight      2015  23601  24390  Gonzales, Harold        Tue, Sep 16, 2015       D16-15-03 
 JB127S1337375C46X  Civic        2015  16624  16655  Freeman, Vickie         Tue, Sep 16, 2015       D16-15-05 
 JE142FU127376X572  Crosstour    2015  36981  38640  Murray, Gladys          Fri, Sep 12, 2015       D16-15-07 
 JB127S1357373A244  Civic        2015  16002  16655  Murray, Gladys          Wed, Sep 10, 2015       D16-15-07 
 JC133FU1A7374B356  CR-V         2015  33188  33995  Gonzales, Harold        Mon, Sep 15, 2015       D16-15-03 
 JH151F11973782798  Odyssey      2015  42044  44825  Murray, Gladys          Wed, Sep 10, 2015       D16-15-07 
 JA1X1S1217376X58X  Accord       2015  23701  24089  Gonzales, Harold        Sun, Sep 14, 2015       D16-15-03 
