Dealer Name: Wallace Honda
Address:     2132 Tupelo Road
             Clarksville, NC
Dealer ID:   4
Owner:       Wallace, Patrick
Date:        Wed, Dec 10, 2015 thru Tue, Dec 16, 2015  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB127S13675P29734  Civic        2015  16891  16655  Richards, Angela        Sat, Dec 13, 2015       D04-04-06 
 JD138FU1975P29736  CR-Z         2015  27100  27705  Wilson, Chad            Wed, Dec 10, 2015       D04-04-08 
 JA116FU3575P71C88  Accord       2015  34461  35930  Campbell, Jeanne        Sat, Dec 13, 2015       D04-04-02 
 JB127S13775P82XAX  Civic        2015  16713  16655  Richards, Angela        Fri, Dec 12, 2015       D04-04-06 
 JB121S12475P29742  Civic        2015  16525  16455  Campbell, Jeanne        Fri, Dec 12, 2015       D04-04-02 
 JA111S13975P82XA4  Accord       2015  21598  22480  Campbell, Jeanne        Thu, Dec 11, 2015       D04-04-02 
 JH153FU1375P5CA76  Odyssey      2015  45306  45825  Campbell, Jeanne        Sat, Dec 13, 2015       D04-04-02 
 JD136F11875P3A858  CR-Z         2015  24409  24705  Pena, Elaine            Wed, Dec 10, 2015       D04-04-05 
 JH15AS11075P4B97X  Odyssey      2015  27755  29375  Dixon, Patsy            Wed, Dec 10, 2015       D04-04-07 
 JA1X1S12975P5CA82  Accord       2015  22692  24089  Dixon, Patsy            Mon, Dec 15, 2015       D04-04-07 
 JH153FU1275P6XB94  Odyssey      2015  45306  45825  Dixon, Patsy            Mon, Dec 15, 2015       D04-04-07 
 JA112F13075P18646  Accord       2015  31500  32930  Campbell, Jeanne        Sat, Dec 13, 2015       D04-04-02 
 JH154SU1975P4B978  Odyssey      2015  31992  32375  Campbell, Jeanne        Wed, Dec 10, 2015       D04-04-02 
 JA1X1S12075P3A87X  Accord       2015  22440  24089  Pena, Elaine            Wed, Dec 10, 2015       D04-04-05 
 JH152SU1375P4B982  Odyssey      2015  28350  30375  Russell, Jerry          Wed, Dec 10, 2015       D04-04-03 
 JE143FU1A75P18654  Crosstour    2015  37379  40640  Lucas, Carl             Tue, Dec 16, 2015       D04-04-01 
 JC131F11275P82XC6  CR-V         2015  30835  30995  Campbell, Jeanne        Mon, Dec 15, 2015       D04-04-02 
 JB121S12675P71CB8  Civic        2015  16085  16455  Pena, Elaine            Fri, Dec 12, 2015       D04-04-05 
 JD137FU1975P6XBBX  CR-Z         2015  25622  25705  Dixon, Patsy            Sun, Dec 14, 2015       D04-04-07 
