Dealer Name: Riverside Honda
Address:     9663 Mason Road
             Granger, AL
Dealer ID:   35
Owner:       Riverside, Francis
Date:        Fri, Feb 12, 2011 thru Thu, Feb 18, 2011  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JC131F11A3X761C8X  CR-V         2011  28722  30995  Lambert, Patsy          Tue, Feb 16, 2011       D35-31-03 
 JE142FU173X719732  Crosstour    2011  36921  38640  Jimenez, Alfred         Mon, Feb 15, 2011       D35-31-02 
 JA1X1S12A3X73B954  Accord       2011  23219  24089  Morris, Tracey          Tue, Feb 16, 2011       D35-31-05 
 JB129S1483X75XB76  Civic        2011  21766  23055  Fox, Alvin              Fri, Feb 12, 2011       D35-31-06 
 JB123H15A3X761C88  Civic        2011  26016  27600  Fox, Alvin              Sat, Feb 13, 2011       D35-31-06 
 JA1X1S1283X7X863X  Accord       2011  22125  24089  Anderson, Sean          Tue, Feb 16, 2011       D35-31-04 
 JB121S1263X74CA72  Civic        2011  14761  16455  Anderson, Sean          Wed, Feb 17, 2011       D35-31-04 
 JA111S1383X74CA74  Accord       2011  21342  22480  Morris, Tracey          Fri, Feb 12, 2011       D35-31-05 
 JC132FU133X7831B6  CR-V         2011  29642  31995  Anderson, Sean          Thu, Feb 18, 2011       D35-31-04 
 JA117S3353X761C98  Accord       2011  21927  23480  Jones, Kyle             Wed, Feb 17, 2011       D35-31-01 
 JB129S1453X72A86X  Civic        2011  21534  23055  Jones, Kyle             Wed, Feb 17, 2011       D35-31-01 
 JA115SU333X73B972  Accord       2011  23134  25480  Anderson, Sean          Fri, Feb 12, 2011       D35-31-04 
 JB121S1293X7X8644  Civic        2011  16096  16455  Fox, Alvin              Sat, Feb 13, 2011       D35-31-06 
 JB127S1313X719756  Civic        2011  16204  16655  Morris, Tracey          Thu, Feb 18, 2011       D35-31-05 
 JA1X5SU223X7X8648  Accord       2011  26221  27089  Fox, Alvin              Fri, Feb 12, 2011       D35-31-06 
 JJ161FU153X75XBAX  Pilot        2011  41683  42970  Jimenez, Alfred         Fri, Feb 12, 2011       D35-31-02 
 JG148F11A3X761CB2  Insight      2011  22891  24390  Fox, Alvin              Tue, Feb 16, 2011       D35-31-06 
 JE143FU143X73B984  Crosstour    2011  37595  40640  Anderson, Sean          Fri, Feb 12, 2011       D35-31-04 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JD136F11AX3772AC3  CR-Z        2007  15038  24705  Lambert, Patsy          Thu, Feb 18, 2011       D35-31-03 
 JC131F11AY2P72AC5  CR-V        2008  19692  30995  Lambert, Patsy          Fri, Feb 12, 2011       D35-31-03 
 JB121S1223X35X8A7  Civic        2011  15299  16455  Jones, Kyle             Sun, Feb 14, 2011       D35-31-01 
 JC134F315Y3872AC9  CR-V        2008  20904  31995  Lambert, Patsy          Wed, Feb 17, 2011       D35-31-03 
 JG148F1152X5X8361  Insight     2010  19692  24390  Jimenez, Alfred         Thu, Feb 18, 2011       D35-31-02 
 JC131F117X354C7A3  CR-V        2007  18937  30995  Anderson, Sean          Mon, Feb 15, 2011       D35-31-04 
 JB121S12AY4P83B15  Civic       2008  10679  16455  Jimenez, Alfred         Thu, Feb 18, 2011       D35-31-02 
 JB127S131Y3119477  Civic       2008  10810  16655  Fox, Alvin              Wed, Feb 17, 2011       D35-31-06 
 JH151F118X443B699  Odyssey     2007  27512  44825  Lambert, Patsy          Wed, Feb 17, 2011       D35-31-03 
 JA115SU31V3783B21  Accord      2005  10569  25480  Lambert, Patsy          Wed, Feb 17, 2011       D35-31-03 
 JD136F11921772A13  CR-Z        2010  20193  24705  Morris, Tracey          Wed, Feb 17, 2011       D35-31-05 
 JH155FU1AW52X8375  Odyssey     2006  22396  47825  Anderson, Sean          Thu, Feb 18, 2011       D35-31-04 
 JC131F118XX8619X7  CR-V        2007  18937  30995  Jones, Kyle             Mon, Feb 15, 2011       D35-31-01 
 JH156S312Y112A599  Odyssey     2008  18753  30375  Jimenez, Alfred         Thu, Feb 18, 2011       D35-31-02 
 JH157F319Y292A5A1  Odyssey     2008  30004  45825  Anderson, Sean          Fri, Feb 12, 2011       D35-31-04 
 JH157F316Y325X8X3  Odyssey     2008  30004  45825  Jones, Kyle             Fri, Feb 12, 2011       D35-31-01 
 JH153FU18W1P5X8X5  Odyssey     2006  22575  45825  Jimenez, Alfred         Sat, Feb 13, 2011       D35-31-02 
 JE141F1141X219497  Crosstour   2009  34064  37640  Anderson, Sean          Thu, Feb 18, 2011       D35-31-04 
 JC133FU10Y253B6B9  CR-V        2008  21612  33995  Anderson, Sean          Tue, Feb 16, 2011       D35-31-04 
 JE141F114Y4P72A31  Crosstour   2008  24619  37640  Jimenez, Alfred         Wed, Feb 17, 2011       D35-31-02 
 JE144F3141335X813  Crosstour   2009  28361  38640  Morris, Tracey          Wed, Feb 17, 2011       D35-31-05 
