Dealer Name: Adams Honda
Address:     4008 Lee Road
             Louderdale, FL
Dealer ID:   32
Owner:       Adams, Jon
Date:        Mon, Sep 10, 2013 thru Sun, Sep 16, 2013  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JH155FU1753719826  Odyssey      2013  46075  47825  Spencer, Sean           Tue, Sep 11, 2013       D32-28-02 
 JH153FU1153783298  Odyssey      2013  41152  45825  Freeman, Arthur         Tue, Sep 11, 2013       D32-28-05 
 JB124HU5A5377219X  Civic        2013  26749  28400  Spencer, Sean           Wed, Sep 12, 2013       D32-28-02 
 JG148F11853761X82  Insight      2013  22182  24390  Hicks, Andre            Fri, Sep 14, 2013       D32-28-01 
 JG148F1165375XC74  Insight      2013  24187  24390  Freeman, Arthur         Fri, Sep 14, 2013       D32-28-05 
 JD137FU1453772196  CR-Z         2013  25456  25705  Hicks, Andre            Wed, Sep 12, 2013       D32-28-01 
 JB127S13A5373BA58  Civic        2013  15423  16655  Bryant, Raul            Thu, Sep 13, 2013       D32-28-04 
 JB129S1435375XC8X  Civic        2013  21712  23055  Freeman, Arthur         Mon, Sep 10, 2013       D32-28-05 
 JC131F11A5375XC82  CR-V         2013  29136  30995  Anderson, Brad          Fri, Sep 14, 2013       D32-28-03 
 JA1X1S1275375XC84  Accord       2013  22163  24089  Anderson, Brad          Mon, Sep 10, 2013       D32-28-03 
 JH154SU11537832B6  Odyssey      2013  29745  32375  Hicks, Andre            Sat, Sep 15, 2013       D32-28-01 
 JB121S12253719848  Civic        2013  16616  16455  Freeman, Arthur         Wed, Sep 12, 2013       D32-28-05 
 JA111S1315371985X  Accord       2013  21881  22480  Spencer, Sean           Sat, Sep 15, 2013       D32-28-02 
 JH151F111537832C2  Odyssey      2013  41405  44825  Bryant, Raul            Tue, Sep 11, 2013       D32-28-04 
 JA1X2F1245372A964  Accord       2013  29997  33030  Anderson, Brad          Tue, Sep 11, 2013       D32-28-03 
 JE142FU165375XC96  Crosstour    2013  37349  38640  Bryant, Raul            Thu, Sep 13, 2013       D32-28-04 
 JB129S14953761XA8  Civic        2013  21357  23055  Hicks, Andre            Mon, Sep 10, 2013       D32-28-01 
 JA119S4385373BA8X  Accord       2013  29421  31480  Hicks, Andre            Wed, Sep 12, 2013       D32-28-01 
 JH15AS117537721C2  Odyssey      2013  27646  29375  Hicks, Andre            Fri, Sep 14, 2013       D32-28-01 
 JH153FU19537832X4  Odyssey      2013  42547  45825  Freeman, Arthur         Wed, Sep 12, 2013       D32-28-05 
 JH152SU18537X8756  Odyssey      2013  29808  30375  Bryant, Raul            Fri, Sep 14, 2013       D32-28-04 
 JC133FU195372A978  CR-V         2013  32069  33995  Bryant, Raul            Sat, Sep 15, 2013       D32-28-04 
 JA1X1S127537X876X  Accord       2013  22782  24089  Freeman, Arthur         Tue, Sep 11, 2013       D32-28-05 
 JC131F1135374CBA2  CR-V         2013  28978  30995  Spencer, Sean           Tue, Sep 11, 2013       D32-28-02 
 JB121S12353719874  Civic        2013  15245  16455  Spencer, Sean           Tue, Sep 11, 2013       D32-28-02 
 JH157F31253761XC6  Odyssey      2013  44407  45825  Bryant, Raul            Sat, Sep 15, 2013       D32-28-04 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JD136F1192X15C4A3  CR-Z        2010  15955  24705  Freeman, Arthur         Thu, Sep 13, 2013       D32-28-05 
 JA111S13521118X65  Accord      2010  14939  22480  Spencer, Sean           Sun, Sep 16, 2013       D32-28-02 
 JG148F1131425C4A7  Insight     2009  14634  24390  Hicks, Andre            Wed, Sep 12, 2013       D32-28-01 
 JC131F111X3PX7C59  CR-V        2007  12218  30995  Freeman, Arthur         Sat, Sep 15, 2013       D32-28-05 
 JH153FU111254B3A1  Odyssey     2009  27495  45825  Hicks, Andre            Sat, Sep 15, 2013       D32-28-01 
 JH159F418212716X3  Odyssey     2010  51345  56825  Hicks, Andre            Wed, Sep 12, 2013       D32-28-01 
 JH154SU1932182715  Odyssey     2011  23634  32375  Spencer, Sean           Sun, Sep 16, 2013       D32-28-02 
 JB121S1214336X5C7  Civic       2012  13875  16455  Anderson, Brad          Fri, Sep 14, 2013       D32-28-03 
 JH153FU152344B3A9  Odyssey     2010  30300  45825  Freeman, Arthur         Sat, Sep 15, 2013       D32-28-05 
 JB121S12222582721  Civic       2010  10975  16455  Anderson, Brad          Fri, Sep 14, 2013       D32-28-03 
 JB123H159XX15C4C3  Civic       2007  11674  27600  Spencer, Sean           Mon, Sep 10, 2013       D32-28-02 
 JH152SU1723718X85  Odyssey     2010  20134  30375  Hicks, Andre            Thu, Sep 13, 2013       D32-28-01 
 JC134F3181323A2A7  CR-V        2009  19197  31995  Spencer, Sean           Sat, Sep 15, 2013       D32-28-02 
 JH159F4133X63A2A9  Odyssey     2011  51547  56825  Hicks, Andre            Wed, Sep 12, 2013       D32-28-01 
 JH157F310Y42291A1  Odyssey     2008  21660  45825  Freeman, Arthur         Sat, Sep 15, 2013       D32-28-05 
 JB127S137Y14291A3  Civic       2008  8625   16655  Spencer, Sean           Sat, Sep 15, 2013       D32-28-02 
 JD136F1162325C4X5  CR-Z        2010  16403  24705  Anderson, Brad          Thu, Sep 13, 2013       D32-28-03 
 JA113SU3713P5C4X7  Accord      2009  14557  23480  Bryant, Raul            Wed, Sep 12, 2013       D32-28-04 
 JD136F116X2P18X99  CR-Z        2007  9702   24705  Hicks, Andre            Wed, Sep 12, 2013       D32-28-01 
 JB127S134143291B1  Civic       2009  10326  16655  Spencer, Sean           Fri, Sep 14, 2013       D32-28-02 
 JE143FU1A322X7C93  Crosstour   2011  29584  40640  Anderson, Brad          Fri, Sep 14, 2013       D32-28-03 
 JA1X3SU201X23A2C5  Accord      2009  15555  25089  Bryant, Raul            Sun, Sep 16, 2013       D32-28-04 
 JE142FU1612771637  Crosstour   2009  23184  38640  Freeman, Arthur         Tue, Sep 11, 2013       D32-28-05 
 JG148F116X295C419  Insight     2007  10294  24390  Spencer, Sean           Fri, Sep 14, 2013       D32-28-02 
 JC131F117X2P82751  CR-V        2007  27643  30995  Freeman, Arthur         Thu, Sep 13, 2013       D32-28-05 
 JE141F1123345C423  Crosstour   2011  27424  37640  Hicks, Andre            Sat, Sep 15, 2013       D32-28-01 
 JH151F1131X482755  Odyssey     2009  26895  44825  Bryant, Raul            Mon, Sep 10, 2013       D32-28-04 
