Dealer Name: Honda Pro
Address:     923 Green St
             Brookland, GA
Dealer ID:   27
Owner:       Palmer, John
Date:        Thu, Mar 12, 2010 thru Wed, Mar 18, 2010  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB125G16A211X7C14  Civic        2010  25226  28505  Hill, Rita              Wed, Mar 18, 2010       D27-24-01 
 JF146S1102115C466  Fit          2010  14422  16025  Scott, Samuel           Fri, Mar 13, 2010       D27-24-06 
 JC132FU1321182798  CR-V         2010  28955  31995  Wright, Marion          Wed, Mar 18, 2010       D27-24-04 
 JE141F1132112914X  Crosstour    2010  36322  37640  Scott, Samuel           Sat, Mar 14, 2010       D27-24-06 
 JG148F117211827A2  Insight      2010  22194  24390  Shelton, Regina         Sun, Mar 15, 2010       D27-24-02 
 JA1X5SU2721171694  Accord       2010  25328  27089  Shelton, Regina         Wed, Mar 18, 2010       D27-24-02 
 JE141F11021118X36  Crosstour    2010  35193  37640  Shelton, Regina         Sat, Mar 14, 2010       D27-24-02 
 JD136F1182113A258  CR-Z         2010  22481  24705  Perkins, Pearl          Thu, Mar 12, 2010       D27-24-03 
 JD138FU14211716AX  CR-Z         2010  25488  27705  Hill, Rita              Mon, Mar 16, 2010       D27-24-01 
 JE141F1122113A262  Crosstour    2010  36134  37640  Perkins, Pearl          Mon, Mar 16, 2010       D27-24-03 
 JH155FU122116X594  Odyssey      2010  46390  47825  Scott, Samuel           Tue, Mar 17, 2010       D27-24-06 
 JA1X5SU222114B376  Accord       2010  24109  27089  Perkins, Pearl          Tue, Mar 17, 2010       D27-24-03 
 JC131F1192116X598  CR-V         2010  28670  30995  Wright, Marion          Fri, Mar 13, 2010       D27-24-04 
 JA1X3SU2A2114B38X  Accord       2010  22078  25089  Wright, Marion          Wed, Mar 18, 2010       D27-24-04 
 JC132FU1021118X52  CR-V         2010  30395  31995  Hill, Rita              Mon, Mar 16, 2010       D27-24-01 
 JG148F1132114B384  Insight      2010  22682  24390  Shelton, Regina         Tue, Mar 17, 2010       D27-24-02 
 JB127S1332113A276  Civic        2010  15738  16655  Shelton, Regina         Sun, Mar 15, 2010       D27-24-02 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JD137FU16WX329BC5  CR-Z        2006  15518  25705  Howard, Samantha        Wed, Mar 18, 2010       D27-24-05 
 JH151F114W3429BC7  Odyssey     2006  26490  44825  Shelton, Regina         Mon, Mar 16, 2010       D27-24-02 
 JC131F111X1P4BX19  CR-V        2007  19548  30995  Shelton, Regina         Thu, Mar 12, 2010       D27-24-02 
 JG148F11AY165C261  Insight     2008  17737  24390  Hill, Rita              Thu, Mar 12, 2010       D27-24-01 
 JG148F11A12P18B23  Insight     2009  19512  24390  Scott, Samuel           Tue, Mar 17, 2010       D27-24-06 
 JH152SU17X485C265  Odyssey     2007  18613  30375  Howard, Samantha        Fri, Mar 13, 2010       D27-24-05 
 JB129S146X31X7A17  Civic       2007  14874  23055  Scott, Samuel           Thu, Mar 12, 2010       D27-24-06 
 JA111S135T1382599  Accord      2004  9182   22480  Perkins, Pearl          Sat, Mar 14, 2010       D27-24-03 
 JB127S131Y48X7A21  Civic       2008  12059  16655  Scott, Samuel           Sat, Mar 14, 2010       D27-24-06 
 JB127S138X146X383  Civic       2007  10662  16655  Howard, Samantha        Tue, Mar 17, 2010       D27-24-05 
 JB127S130W4818B35  Civic       2006  9907   16655  Shelton, Regina         Wed, Mar 18, 2010       D27-24-02 
 JA111S138W384B167  Accord      2006  13519  22480  Scott, Samuel           Sat, Mar 14, 2010       D27-24-06 
