Dealer Name: Glenn Honda
Address:     2717 US Route 31
             West Junction, AL
Dealer ID:   9
Owner:       Glenn, Adam
Date:        Thu, Sep 10, 2010 thru Wed, Sep 16, 2010  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB127S13823729884  Civic        2010  15239  16655  Hicks, Yvonne           Sat, Sep 12, 2010       D09-09-04 
 JA112F13723718776  Accord       2010  28978  32930  Harris, Dwight          Thu, Sep 10, 2010       D09-09-06 
 JA1X7S3212373A998  Accord       2010  22580  25089  Hart, Kim               Mon, Sep 14, 2010       D09-09-02 
 JG148F1172371878X  Insight      2010  22438  24390  Hernandez, Randy        Wed, Sep 16, 2010       D09-09-01 
 JC133FU1123729892  CR-V         2010  30765  33995  Hart, Kim               Wed, Sep 16, 2010       D09-09-02 
 JE141F115237X7674  Crosstour    2010  34252  37640  Spencer, Javier         Tue, Sep 15, 2010       D09-09-05 
 JC134F3112373A9A6  CR-V         2010  30075  31995  Spencer, Javier         Sun, Sep 13, 2010       D09-09-05 
 JB128SU3723729898  Civic        2010  16320  17455  Armstrong, Daryl        Thu, Sep 10, 2010       D09-09-03 
 JA112F1352374BACX  Accord       2010  30295  32930  Armstrong, Daryl        Tue, Sep 15, 2010       D09-09-03 
 JA1X6FU25237X7682  Accord       2010  32967  36030  Harris, Dwight          Sat, Sep 12, 2010       D09-09-06 
 JD139F3142376XC14  CR-Z         2010  22877  25705  Hernandez, Randy        Tue, Sep 15, 2010       D09-09-01 
 JD136F1182374BAC6  CR-Z         2010  23716  24705  Hicks, Yvonne           Fri, Sep 11, 2010       D09-09-04 
 JB127S136237X7688  Civic        2010  15072  16655  Hart, Kim               Wed, Sep 16, 2010       D09-09-02 
 JH157F3102373A9CX  Odyssey      2010  41929  45825  Spencer, Javier         Mon, Sep 14, 2010       D09-09-05 
 JB127S1352374BAX2  Civic        2010  15988  16655  Hernandez, Randy        Thu, Sep 10, 2010       D09-09-01 
 JA1X5SU212376XC24  Accord       2010  25734  27089  Hicks, Yvonne           Sat, Sep 12, 2010       D09-09-04 
 JJ161FU13237X7696  Pilot        2010  38028  42970  Hart, Kim               Fri, Sep 11, 2010       D09-09-02 
 JH155FU1123771X38  Odyssey      2010  43042  47825  Armstrong, Daryl        Mon, Sep 14, 2010       D09-09-03 
 JB121S1232376XC3X  Civic        2010  15220  16455  Hernandez, Randy        Mon, Sep 14, 2010       D09-09-01 
 JH154SU132376XC32  Odyssey      2010  31241  32375  Hicks, Yvonne           Tue, Sep 15, 2010       D09-09-04 
 JB121S1282375CB24  Civic        2010  14562  16455  Spencer, Javier         Tue, Sep 15, 2010       D09-09-05 
 JB121S127237298C6  Civic        2010  15714  16455  Spencer, Javier         Wed, Sep 16, 2010       D09-09-05 
 JH153FU12237X76A8  Odyssey      2010  43304  45825  Harris, Dwight          Thu, Sep 10, 2010       D09-09-06 
 JC131F110237X771X  CR-V         2010  28360  30995  Hart, Kim               Fri, Sep 11, 2010       D09-09-02 
 JA1X3SU282375CC62  Accord       2010  22203  25089  Harris, Dwight          Sat, Sep 12, 2010       D09-09-06 
 JA117S33A2374BB54  Accord       2010  21366  23480  Hicks, Yvonne           Wed, Sep 16, 2010       D09-09-04 
 JD138FU16237X7716  CR-Z         2010  26735  27705  Spencer, Javier         Sat, Sep 12, 2010       D09-09-05 
 JH153FU162375CC68  Odyssey      2010  43992  45825  Armstrong, Daryl        Fri, Sep 11, 2010       D09-09-03 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
