Dealer Name: Lakeside Honda
Address:     6205 Meridian Road
             East Valley, FL
Dealer ID:   39
Owner:       Isern, Mareen
Date:        Tue, Aug 20, 2014 thru Mon, Aug 26, 2014  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB121S1256343B1AX  Civic        2014  15793  16455  Rivera, Jesus           Fri, Aug 23, 2014       D39-20-03 
 JH156S3146342AX92  Odyssey      2014  29554  30375  Evans, Violet           Wed, Aug 21, 2014       D39-20-06 
 JG148F117634614X4  Insight      2014  23393  24390  Lynch, Stacey           Wed, Aug 21, 2014       D39-20-04 
 JH156S3116342AX96  Odyssey      2014  27678  30375  Edwards, Julio          Sat, Aug 24, 2014       D39-20-01 
 JC132FU1563472518  CR-V         2014  29934  31995  Rivera, Jesus           Tue, Aug 20, 2014       D39-20-03 
 JD137FU146346141X  CR-Z         2014  24609  25705  Lynch, Stacey           Sun, Aug 25, 2014       D39-20-04 
 JB127S139634X8B82  Civic        2014  16589  16655  Medina, Jamie           Thu, Aug 22, 2014       D39-20-02 
 JH153FU186342AXA4  Odyssey      2014  44155  45825  Lynch, Stacey           Sun, Aug 25, 2014       D39-20-04 
 JC131F11963461416  CR-V         2014  30300  30995  Medina, Jamie           Sat, Aug 24, 2014       D39-20-02 
 JA111S1346344C2C8  Accord       2014  21509  22480  Edwards, Julio          Mon, Aug 26, 2014       D39-20-01 
 JH157F31A6343B1CX  Odyssey      2014  45089  45825  Lynch, Stacey           Thu, Aug 22, 2014       D39-20-04 
 JA1X5SU2063419CA2  Accord       2014  26029  27089  Edwards, Julio          Wed, Aug 21, 2014       D39-20-01 
 JB129S1486345X314  Civic        2014  21319  23055  Lynch, Stacey           Sun, Aug 25, 2014       D39-20-04 
 JC132FU1763472536  CR-V         2014  31250  31995  Lynch, Stacey           Thu, Aug 22, 2014       D39-20-04 
 JB121S12563483648  Civic        2014  15359  16455  Rivera, Jesus           Tue, Aug 20, 2014       D39-20-03 
 JE141F11A6347254X  Crosstour    2014  36805  37640  Edwards, Julio          Sun, Aug 25, 2014       D39-20-01 
 JA111S1386345X322  Accord       2014  21392  22480  Lynch, Stacey           Sat, Aug 24, 2014       D39-20-04 
 JG148F1156342AXC4  Insight      2014  24025  24390  Adams, Danny            Thu, Aug 22, 2014       D39-20-05 
 JB129S1476343B1X6  Civic        2014  21918  23055  Medina, Jamie           Sun, Aug 25, 2014       D39-20-02 
 JB129S1406343B1X8  Civic        2014  22517  23055  Edwards, Julio          Thu, Aug 22, 2014       D39-20-01 
 JC132FU156345X46X  CR-V         2014  29934  31995  Adams, Danny            Thu, Aug 22, 2014       D39-20-05 
 JC132FU136342A132  CR-V         2014  31908  31995  Lynch, Stacey           Thu, Aug 22, 2014       D39-20-04 
 JB121S1216343B244  Civic        2014  15793  16455  Medina, Jamie           Sun, Aug 25, 2014       D39-20-02 
 JH153FU1263461576  Odyssey      2014  42052  45825  Adams, Danny            Sat, Aug 24, 2014       D39-20-05 
 JB121S1226342A138  Civic        2014  16313  16455  Rivera, Jesus           Tue, Aug 20, 2014       D39-20-03 
 JB121S1206346158X  Civic        2014  16226  16455  Adams, Danny            Sat, Aug 24, 2014       D39-20-05 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB123H15653272BB3  Civic       2005  23085  27600  Lynch, Stacey           Mon, Aug 26, 2014       D39-20-04 
 JB127S1302X283CC5  Civic       2002  10465  16655  Edwards, Julio          Sat, Aug 24, 2014       D39-20-01 
 JH153FU152X772BB7  Odyssey     2002  28551  45825  Evans, Violet           Sun, Aug 25, 2014       D39-20-06 
 JB121S12932461AA9  Civic       2003  11123  16455  Evans, Violet           Sat, Aug 24, 2014       D39-20-06 
 JH157F31934972BC1  Odyssey     2003  30448  45825  Medina, Jamie           Sun, Aug 25, 2014       D39-20-02 
 JC133FU1441619563  CR-V        2004  25447  33995  Adams, Danny            Tue, Aug 20, 2014       D39-20-05 
 JB129S14625161AB5  Civic       2002  14433  23055  Edwards, Julio          Mon, Aug 26, 2014       D39-20-01 
 JC132FU1A148X8457  CR-V        2001  15997  31995  Medina, Jamie           Sat, Aug 24, 2014       D39-20-02 
 JF146S1152125X9A9  Fit         2002  10075  16025  Lynch, Stacey           Tue, Aug 20, 2014       D39-20-04 
 JK166FU175155X9B1  Ridgeline   2005  38433  47750  Evans, Violet           Sun, Aug 25, 2014       D39-20-06 
 JB127S1303434C8A3  Civic       2003  11255  16655  Rivera, Jesus           Wed, Aug 21, 2014       D39-20-03 
 JD136F11922183C15  CR-Z        2002  15456  24705  Lynch, Stacey           Sun, Aug 25, 2014       D39-20-04 
 JG148F11A3452A687  Insight     2003  16344  24390  Lynch, Stacey           Sun, Aug 25, 2014       D39-20-04 
 JH152SU1514519579  Odyssey     2001  15187  30375  Medina, Jamie           Thu, Aug 22, 2014       D39-20-02 
 JH153FU1142683C21  Odyssey     2004  34131  45825  Evans, Violet           Sat, Aug 24, 2014       D39-20-06 
 JG148F1162X983C23  Insight     2002  14769  24390  Lynch, Stacey           Sat, Aug 24, 2014       D39-20-04 
 JG148F1141X919585  Insight     2001  12804  24390  Lynch, Stacey           Mon, Aug 26, 2014       D39-20-04 
 JC131F1153454C8B7  CR-V        2003  20690  30995  Medina, Jamie           Sat, Aug 24, 2014       D39-20-02 
