Dealer Name: Honda Specialists
Address:     7064 Kline Ave
             Grand Traverse, AL
Dealer ID:   23
Owner:       Young, Walter
Date:        Fri, Sep 24, 2011 thru Thu, Sep 30, 2011  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JE142FU11339X7B52  Crosstour    2011  36338  38640  Garrett, Edna           Mon, Sep 27, 2011       D23-21-06 
 JB128SU39339826X4  Civic        2011  15646  17455  Holland, Mitchell       Wed, Sep 29, 2011       D23-21-05 
 JA111S130339826X6  Accord       2011  20093  22480  Jenkins, Corey          Tue, Sep 28, 2011       D23-21-01 
 JA1X1S12533929X78  Accord       2011  22612  24089  Arnold, Marcus          Thu, Sep 30, 2011       D23-21-04 
 JJ161FU193393A19X  Pilot        2011  40603  42970  Holland, Mitchell       Tue, Sep 28, 2011       D23-21-05 
 JA111S13933929X82  Accord       2011  20207  22480  Garrett, Edna           Tue, Sep 28, 2011       D23-21-06 
 JB121S129339X7B64  Civic        2011  14928  16455  Payne, Calvin           Sun, Sep 26, 2011       D23-21-03 
 JB121S1283393A196  Civic        2011  15846  16455  Garrett, Edna           Sat, Sep 25, 2011       D23-21-06 
 JB129S14A339715X8  Civic        2011  21534  23055  Jenkins, Corey          Mon, Sep 27, 2011       D23-21-01 
 JA1X9S428339X7B7X  Accord       2011  32148  33089  Jenkins, Corey          Wed, Sep 29, 2011       D23-21-01 
 JB121S12533971512  Civic        2011  16096  16455  Arnold, Marcus          Mon, Sep 27, 2011       D23-21-04 
 JE141F111339X7B74  Crosstour    2011  34835  37640  Payne, Calvin           Fri, Sep 24, 2011       D23-21-03 
 JB121S1223394B2B6  Civic        2011  16096  16455  Garrett, Edna           Tue, Sep 28, 2011       D23-21-06 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JD138FU10V1829B61  CR-Z        2005  11526  27705  Jenkins, Corey          Mon, Sep 27, 2011       D23-21-01 
 JC132FU1A144824C3  CR-V        2009  23484  31995  Payne, Calvin           Fri, Sep 24, 2011       D23-21-03 
 JH152SU15Y1529B65  Odyssey     2008  19296  30375  Garrett, Edna           Sun, Sep 26, 2011       D23-21-06 
 JH156S311Y41713B7  Odyssey     2008  18753  30375  Arnold, Marcus          Wed, Sep 29, 2011       D23-21-04 
 JE141F11314118A59  Crosstour   2009  27627  37640  Payne, Calvin           Tue, Sep 28, 2011       D23-21-03 
 JE142FU13W2218A61  Crosstour   2006  19931  38640  Holland, Mitchell       Sat, Sep 25, 2011       D23-21-05 
 JB127S13AX325C1A3  Civic       2007  10047  16655  Holland, Mitchell       Tue, Sep 28, 2011       D23-21-05 
 JE141F11AV435C1A5  Crosstour   2005  15798  37640  Garrett, Edna           Sun, Sep 26, 2011       D23-21-06 
 JG148F118Y41713C7  Insight     2008  15900  24390  Jenkins, Corey          Sun, Sep 26, 2011       D23-21-01 
 JG149FU12Y295C1A9  Insight     2008  16426  25190  Holland, Mitchell       Thu, Sep 30, 2011       D23-21-05 
 JB129S1411334BXA1  Civic       2009  16922  23055  Jenkins, Corey          Wed, Sep 29, 2011       D23-21-01 
 JG148F11425229B83  Insight     2010  19938  24390  Jenkins, Corey          Mon, Sep 27, 2011       D23-21-01 
 JH151F1191324BXA5  Odyssey     2009  32274  44825  Baker, Mark             Tue, Sep 28, 2011       D23-21-02 
 JA111S13AY525C1B7  Accord      2008  14643  22480  Holland, Mitchell       Fri, Sep 24, 2011       D23-21-05 
 JG148F113X5118A79  Insight     2007  21546  24390  Arnold, Marcus          Mon, Sep 27, 2011       D23-21-04 
 JJ16AF11AX1529B91  Pilot       2007  25742  41970  Holland, Mitchell       Sun, Sep 26, 2011       D23-21-05 
 JH154SU11Y3371313  Odyssey     2008  28935  32375  Holland, Mitchell       Thu, Sep 30, 2011       D23-21-05 
