Dealer Name: Donner Honda
Address:     9484 Ford Parkwark
             Hinds, NC
Dealer ID:   14
Owner:       Donner, Earl
Date:        Tue, Jul 23, 2014 thru Mon, Jul 29, 2014  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JA115SU3163P714X4  Accord       2014  24533  25480  Reid, Danielle          Sun, Jul 28, 2014       D14-13-03 
 JC132FU1763P29C86  CR-V         2014  30263  31995  Reid, Danielle          Mon, Jul 29, 2014       D14-13-03 
 JC131F11363P714X8  CR-V         2014  30459  30995  Peters, Stacey          Wed, Jul 24, 2014       D14-13-09 
 JH155FU1263P8252X  Odyssey      2014  45314  47825  Hart, Leona             Tue, Jul 23, 2014       D14-13-05 
 JB121S12363P4B1B2  Civic        2014  16834  16455  Peters, Stacey          Tue, Jul 23, 2014       D14-13-09 
 JA113SU3863P4B1B4  Accord       2014  23526  23480  Peters, Stacey          Wed, Jul 24, 2014       D14-13-09 
 JE141F11563P6X3X6  Crosstour    2014  36034  37640  Dixon, Alfredo          Sat, Jul 27, 2014       D14-13-02 
 JA119S43463P29C98  Accord       2014  30599  31480  Rose, Terrance          Mon, Jul 29, 2014       D14-13-06 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JC131F11832218729  CR-V        2003  20690  30995  Reid, Danielle          Mon, Jul 29, 2014       D14-13-03 
 JB121S12914271X91  Civic       2001  8638   16455  Peters, Stacey          Sat, Jul 27, 2014       D14-13-09 
 JB129S1482X13A953  Civic       2002  14433  23055  Peters, Stacey          Mon, Jul 29, 2014       D14-13-09 
 JG148F1165X918735  Insight     2005  20484  24390  Carr, Geraldine         Wed, Jul 24, 2014       D14-13-08 
 JC132FU142184BA67  CR-V        2002  19976  31995  Reynolds, Alan          Fri, Jul 26, 2014       D14-13-01 
 JD138FU1534418739  CR-Z        2003  18019  27705  Edwards, Heather        Wed, Jul 24, 2014       D14-13-04 
 JH154SU164X318741  Odyssey     2004  23796  32375  Carr, Geraldine         Thu, Jul 25, 2014       D14-13-08 
