Dealer Name: Freeman Honda
Address:     2332 Bob Jones St
             Brookland, GA
Dealer ID:   26
Owner:       Freeman, Greg
Date:        Fri, Sep 17, 2011 thru Thu, Sep 23, 2011  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JA1X2F122338716AX  Accord       2011  31924  33030  Perkins, Tanya          Sun, Sep 19, 2011       D26-23-01 
 JB127S133338716A2  Civic        2011  15360  16655  Perkins, Tanya          Sat, Sep 18, 2011       D26-23-01 
 JB121S12A3384B374  Civic        2011  15929  16455  Perkins, Tanya          Wed, Sep 22, 2011       D26-23-01 
 JB127S132338X7C36  Civic        2011  14938  16655  Perkins, Tanya          Sat, Sep 18, 2011       D26-23-01 
 JH155FU17338716A8  Odyssey      2011  43245  47825  Perkins, Tanya          Thu, Sep 23, 2011       D26-23-01 
 JC133FU1A3385C49X  CR-V         2011  31482  33995  Perkins, Tanya          Sun, Sep 19, 2011       D26-23-01 
 JD136F11333818X52  CR-Z         2011  23060  24705  Perkins, Tanya          Sun, Sep 19, 2011       D26-23-01 
 JH153FU11338827C4  Odyssey      2011  42826  45825  Perkins, Tanya          Fri, Sep 17, 2011       D26-23-01 
 JB129S14133829166  Civic        2011  21766  23055  Perkins, Tanya          Sun, Sep 19, 2011       D26-23-01 
 JH151F111338X7C48  Odyssey      2011  41446  44825  Perkins, Tanya          Mon, Sep 20, 2011       D26-23-01 
 JC131F114338827XX  CR-V         2011  28410  30995  Perkins, Tanya          Mon, Sep 20, 2011       D26-23-01 
 JB127S133338827X2  Civic        2011  15192  16655  Perkins, Tanya          Wed, Sep 22, 2011       D26-23-01 
 JA1X2F12333818X64  Accord       2011  32091  33030  Perkins, Tanya          Sun, Sep 19, 2011       D26-23-01 
 JA111S138338827X6  Accord       2011  21456  22480  Perkins, Tanya          Sat, Sep 18, 2011       D26-23-01 
 JJ16AF11433829178  Pilot        2011  39452  41970  Perkins, Tanya          Mon, Sep 20, 2011       D26-23-01 
 JB121S1273383A29X  Civic        2011  15595  16455  Perkins, Tanya          Fri, Sep 17, 2011       D26-23-01 
 JC131F1123384B3A2  CR-V         2011  28878  30995  Perkins, Tanya          Sat, Sep 18, 2011       D26-23-01 
 JB127S13033882714  Civic        2011  15360  16655  Perkins, Tanya          Tue, Sep 21, 2011       D26-23-01 
 JB127S1383384B3A6  Civic        2011  15867  16655  Perkins, Tanya          Sun, Sep 19, 2011       D26-23-01 
 JB121S1273385C4B8  Civic        2011  14928  16455  Perkins, Tanya          Sat, Sep 18, 2011       D26-23-01 
 JD138FU14338X7C7X  CR-Z         2011  25276  27705  Perkins, Tanya          Wed, Sep 22, 2011       D26-23-01 
 JB121S125338X7C72  Civic        2011  14761  16455  Perkins, Tanya          Mon, Sep 20, 2011       D26-23-01 
 JH15AS11933871614  Odyssey      2011  26344  29375  Perkins, Tanya          Fri, Sep 17, 2011       D26-23-01 
 JB127S13233818X86  Civic        2011  15276  16655  Perkins, Tanya          Tue, Sep 21, 2011       D26-23-01 
 JE142FU1233871618  Crosstour    2011  34201  38640  Perkins, Tanya          Thu, Sep 23, 2011       D26-23-01 
 JA1X5SU273388273X  Accord       2011  26494  27089  Perkins, Tanya          Thu, Sep 23, 2011       D26-23-01 
 JH151F1193384B3C2  Odyssey      2011  42572  44825  Perkins, Tanya          Tue, Sep 21, 2011       D26-23-01 
