Dealer Name: Lakeside Honda
Address:     6205 Meridian Road
             East Valley, FL
Dealer ID:   39
Owner:       Isern, Mareen
Date:        Wed, Sep 17, 2015 thru Tue, Sep 23, 2015  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JA111S1377383C6C8  Accord       2015  22660  22480  Medina, Jamie           Wed, Sep 17, 2015       D39-20-02 
 JA111S1357381A4BX  Accord       2015  22424  22480  Medina, Jamie           Wed, Sep 17, 2015       D39-20-02 
 JB127S1307384X712  Civic        2015  17157  16655  Medina, Jamie           Sun, Sep 21, 2015       D39-20-02 
 JB129S14173884B54  Civic        2015  22608  23055  Edwards, Julio          Mon, Sep 22, 2015       D39-20-01 
 JB121S128738X93A6  Civic        2015  15997  16455  Evans, Violet           Tue, Sep 23, 2015       D39-20-06 
 JB122SU2A7384X718  Civic        2015  16542  17255  Adams, Danny            Wed, Sep 17, 2015       D39-20-05 
 JB127S1347384X85X  Civic        2015  16624  16655  Adams, Danny            Thu, Sep 18, 2015       D39-20-05 
 JA1X7S32473862A72  Accord       2015  24772  25089  Adams, Danny            Mon, Sep 22, 2015       D39-20-05 
 JH154SU1173873B84  Odyssey      2015  32327  32375  Medina, Jamie           Mon, Sep 22, 2015       D39-20-02 
 JG148F11A7383C746  Insight      2015  24239  24390  Edwards, Julio          Mon, Sep 22, 2015       D39-20-01 
 JE141F115738X9418  Crosstour    2015  35276  37640  Adams, Danny            Mon, Sep 22, 2015       D39-20-05 
 JB127S1317385197X  Civic        2015  16090  16655  Lynch, Stacey           Thu, Sep 18, 2015       D39-20-04 
 JH15AS1137382B642  Odyssey      2015  27755  29375  Edwards, Julio          Tue, Sep 23, 2015       D39-20-01 
 JB123H1597381A534  Civic        2015  26570  27600  Edwards, Julio          Fri, Sep 19, 2015       D39-20-01 
 JB127S13A73873B96  Civic        2015  16979  16655  Evans, Violet           Sun, Sep 21, 2015       D39-20-06 
 JH156S3167382B648  Odyssey      2015  30397  30375  Adams, Danny            Sun, Sep 21, 2015       D39-20-05 
 JB121S1237385198X  Civic        2015  16525  16455  Lynch, Stacey           Mon, Sep 22, 2015       D39-20-04 
 JH152SU117383C762  Odyssey      2015  29610  30375  Lynch, Stacey           Fri, Sep 19, 2015       D39-20-04 
 JH151F11573862A94  Odyssey      2015  42963  44825  Rivera, Jesus           Sat, Sep 20, 2015       D39-20-03 
 JC135F41A7383C766  CR-V         2015  36802  39995  Evans, Violet           Wed, Sep 17, 2015       D39-20-06 
 JB127S1317384X878  Civic        2015  15735  16655  Rivera, Jesus           Fri, Sep 19, 2015       D39-20-03 
 JE142FU1073873BBX  Crosstour    2015  36186  38640  Evans, Violet           Sun, Sep 21, 2015       D39-20-06 
