Dealer Name: Ed's Honda One
Address:     7243 Lee Road
             Clarksville, NC
Dealer ID:   2
Owner:       Tipton, Ed
Date:        Sat, Dec 16, 2012 thru Fri, Dec 22, 2012  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JA1X1S1254512956X  Accord       2012  21962  24089  Watson, Peggy           Mon, Dec 18, 2012       D02-02-01 
 JH156S3184516X9A2  Odyssey      2012  29900  30375  Shelton, Marion         Sat, Dec 16, 2012       D02-02-04 
 JH159F41A4515C894  Odyssey      2012  50688  56825  Shelton, Marion         Sat, Dec 16, 2012       D02-02-04 
 JB127S13A45182BC6  Civic        2012  16420  16655  Moore, Carla            Mon, Dec 18, 2012       D02-02-02 
 JJ161FU1145182BC8  Pilot        2012  40163  42970  Moore, Carla            Tue, Dec 19, 2012       D02-02-02 
 JD138FU134514B79X  CR-Z         2012  26043  27705  Shelton, Marion         Mon, Dec 18, 2012       D02-02-04 
 JC133FU114515C8A2  CR-V         2012  31172  33995  Moore, Carla            Mon, Dec 18, 2012       D02-02-02 
 JG148F11845118464  Insight      2012  23846  24390  Watson, Peggy           Tue, Dec 19, 2012       D02-02-01 
 JC134F312451X7356  CR-V         2012  31471  31995  Shelton, Judith         Fri, Dec 22, 2012       D02-02-03 
 JA111S1354515C8A8  Accord       2012  20751  22480  Simpson, Greg           Sat, Dec 16, 2012       D02-02-05 
 JB121S1284511847X  Civic        2012  15890  16455  Simpson, Greg           Sun, Dec 17, 2012       D02-02-05 
 JB127S13745182B12  Civic        2012  16420  16655  Shelton, Judith         Tue, Dec 19, 2012       D02-02-03 
 JH153FU124514B7A4  Odyssey      2012  40953  45825  Snyder, Pauline         Tue, Dec 19, 2012       D02-02-06 
 JH151F111451X7366  Odyssey      2012  40068  44825  Shelton, Judith         Sun, Dec 17, 2012       D02-02-03 
 JB127S1344514B7A8  Civic        2012  16335  16655  Shelton, Judith         Sun, Dec 17, 2012       D02-02-03 
 JH154SU164512959X  Odyssey      2012  31019  32375  Watson, Peggy           Thu, Dec 21, 2012       D02-02-01 
 JB129S140451X7372  Civic        2012  21389  23055  Shelton, Judith         Mon, Dec 18, 2012       D02-02-03 
 JB121S1234516X9X4  Civic        2012  15975  16455  Simpson, Greg           Tue, Dec 19, 2012       D02-02-05 
 JD138FU1645182B26  CR-Z         2012  25057  27705  Snyder, Pauline         Wed, Dec 20, 2012       D02-02-06 
 JH151F11245129598  Odyssey      2012  43690  44825  Moore, Carla            Mon, Dec 18, 2012       D02-02-02 
 JG148F11945182B3X  Insight      2012  22107  24390  Snyder, Pauline         Mon, Dec 18, 2012       D02-02-06 
 JA1X1S1244514B7C2  Accord       2012  21717  24089  Simpson, Greg           Sat, Dec 16, 2012       D02-02-05 
 JC131F1144514B7C4  CR-V         2012  28143  30995  Shelton, Marion         Tue, Dec 19, 2012       D02-02-04 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JE141F11A4413A673  Crosstour    2012  34483  37640  Shelton, Judith         Tue, Dec 19, 2012       D02-02-03 
 JH153FU10Y166X9A5  Odyssey     2008  27360  45825  Shelton, Marion         Sat, Dec 16, 2012       D02-02-04 
 JB127S13343282BC7  Civic        2012  15683  16655  Shelton, Judith         Thu, Dec 21, 2012       D02-02-03 
 JH152SU1532482BC9  Odyssey     2011  24968  30375  Shelton, Marion         Sun, Dec 17, 2012       D02-02-04 
 JE143FU12X1771AC1  Crosstour   2007  21099  40640  Shelton, Marion         Thu, Dec 21, 2012       D02-02-04 
 JH153FU17X4482BX3  Odyssey     2007  22687  45825  Moore, Carla            Thu, Dec 21, 2012       D02-02-02 
 JJ161FU172415C8A5  Pilot       2010  31705  42970  Shelton, Judith         Wed, Dec 20, 2012       D02-02-03 
 JC135F41A122X7357  CR-V        2009  26316  39995  Watson, Peggy           Thu, Dec 21, 2012       D02-02-01 
 JC135F416X3818469  CR-V        2007  20761  39995  Simpson, Greg           Wed, Dec 20, 2012       D02-02-05 
 JH159F412X285C8B1  Odyssey     2007  26778  56825  Moore, Carla            Fri, Dec 22, 2012       D02-02-02 
 JC133FU1934982B13  CR-V        2011  27556  33995  Shelton, Judith         Fri, Dec 22, 2012       D02-02-03 
 JC135F41012171AX5  CR-V        2009  26316  39995  Snyder, Pauline         Wed, Dec 20, 2012       D02-02-06 
 JJ16AF1151216X9C7  Pilot       2009  26860  41970  Shelton, Judith         Sat, Dec 16, 2012       D02-02-03 
 JJ162FU191184B7A9  Pilot       2009  29590  44970  Shelton, Marion         Mon, Dec 18, 2012       D02-02-04 
 JH155FU1311371A11  Odyssey     2009  31468  47825  Shelton, Judith         Thu, Dec 21, 2012       D02-02-03 
 JD136F115W5P18483  CR-Z        2006  21627  24705  Shelton, Marion         Thu, Dec 21, 2012       D02-02-04 
 JB127S137X2482B25  Civic       2007  8507   16655  Shelton, Judith         Thu, Dec 21, 2012       D02-02-03 
 JC131F113W264B7B7  CR-V        2006  12128  30995  Moore, Carla            Wed, Dec 20, 2012       D02-02-02 
 JB127S1383493A6A9  Civic       2011  13855  16655  Moore, Carla            Tue, Dec 19, 2012       D02-02-02 
 JB123H155Y2171A21  Civic       2008  16972  27600  Moore, Carla            Tue, Dec 19, 2012       D02-02-02 
 JH152SU191276X913  Odyssey     2009  19440  30375  Watson, Peggy           Thu, Dec 21, 2012       D02-02-01 
