Dealer Name: Bill Travers Honda
Address:     7043 George Parson Highway
             Grand Traverse, AL
Dealer ID:   21
Owner:       Travers, Bill
Date:        Fri, Apr 23, 2011 thru Thu, Apr 29, 2011  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JA111S13631771428  Accord       2011  21229  22480  Simpson, Georgia        Wed, Apr 28, 2011       D21-19-08 
 JC131F1113177143X  CR-V         2011  27785  30995  Powell, Jerome          Thu, Apr 29, 2011       D21-19-03 
 JB127S133317X7A92  Civic        2011  15951  16655  Oliver, Melanie         Tue, Apr 27, 2011       D21-19-02 
 JA112F13231782544  Accord       2011  31165  32930  Evans, Dennis           Sun, Apr 25, 2011       D21-19-05 
 JA1X1S12331771436  Accord       2011  21761  24089  King, Gwendolyn         Fri, Apr 23, 2011       D21-19-04 
 JG148F111317X7A98  Insight      2011  23261  24390  West, Ashley            Tue, Apr 27, 2011       D21-19-07 
 JA115SU353175C22X  Accord       2011  23777  25480  Oliver, Melanie         Sun, Apr 25, 2011       D21-19-02 
 JB127S1393175C222  Civic        2011  15360  16655  Washington, Franklin    Sat, Apr 24, 2011       D21-19-06 
 JA115SU3A3176X334  Accord       2011  24291  25480  Carroll, Glenn          Tue, Apr 27, 2011       D21-19-01 
 JH15AS1183175C226  Odyssey      2011  27232  29375  King, Gwendolyn         Fri, Apr 23, 2011       D21-19-04 
 JE142FU183176X338  Crosstour    2011  37504  38640  Washington, Franklin    Thu, Apr 29, 2011       D21-19-06 
 JD136F11A3178269X  CR-Z         2011  24057  24705  West, Ashley            Thu, Apr 29, 2011       D21-19-07 
 JH153FU1331771582  Odyssey      2011  43056  45825  Carroll, Glenn          Sun, Apr 25, 2011       D21-19-01 
 JB121S12731782694  Civic        2011  14761  16455  Oliver, Melanie         Mon, Apr 26, 2011       D21-19-02 
 JB121S12A3175C366  Civic        2011  14845  16455  Washington, Franklin    Tue, Apr 27, 2011       D21-19-06 
 JD137FU173173A148  CR-Z         2011  24633  25705  Oliver, Melanie         Thu, Apr 29, 2011       D21-19-02 
 JB127S13A3177159X  Civic        2011  15529  16655  West, Ashley            Sat, Apr 24, 2011       D21-19-07 
 JB121S1253176X482  Civic        2011  16179  16455  Simpson, Georgia        Thu, Apr 29, 2011       D21-19-08 
 JB121S120317X7B24  Civic        2011  15512  16455  Powell, Jerome          Sun, Apr 25, 2011       D21-19-03 
 JB127S13031729X46  Civic        2011  15276  16655  Simpson, Georgia        Wed, Apr 28, 2011       D21-19-08 
 JB121S12631718C38  Civic        2011  15512  16455  Evans, Dennis           Thu, Apr 29, 2011       D21-19-05 
 JC133FU12317715AX  CR-V         2011  30626  33995  Oliver, Melanie         Thu, Apr 29, 2011       D21-19-02 
 JB123H150317X7B32  Civic        2011  24903  27600  Evans, Dennis           Thu, Apr 29, 2011       D21-19-05 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JC131F119Y133ABB9  CR-V        2008  19692  30995  Washington, Franklin    Thu, Apr 29, 2011       D21-19-06 
 JJ16AF112Y3P4BCX1  Pilot       2008  26716  41970  King, Gwendolyn         Sun, Apr 25, 2011       D21-19-04 
 JD136F112X326X123  CR-Z        2007  15038  24705  Evans, Dennis           Wed, Apr 28, 2011       D21-19-05 
 JD137FU1AY33X7895  CR-Z        2008  16765  25705  Carroll, Glenn          Fri, Apr 23, 2011       D21-19-01 
 JB129S14AX32X7897  Civic       2007  14015  23055  Evans, Dennis           Thu, Apr 29, 2011       D21-19-05 
 JB13ASU472X182349  Civic       2010  19504  23855  Powell, Jerome          Wed, Apr 28, 2011       D21-19-03 
 JH155FU12Y41X78A1  Odyssey     2008  30464  47825  Simpson, Georgia        Sun, Apr 25, 2011       D21-19-08 
 JA117S338Y15189B3  Accord      2008  15301  23480  Washington, Franklin    Sun, Apr 25, 2011       D21-19-06 
 JH157F313Y4PX78A5  Odyssey     2008  30004  45825  Washington, Franklin    Tue, Apr 27, 2011       D21-19-06 
 JD138FU1324P6X137  CR-Z        2010  22344  27705  Evans, Dennis           Thu, Apr 29, 2011       D21-19-05 
 JE145F412Y2P82359  Crosstour   2008  30541  46640  Simpson, Georgia        Tue, Apr 27, 2011       D21-19-08 
 JD137FU17W4P82491  CR-Z        2006  12515  25705  King, Gwendolyn         Tue, Apr 27, 2011       D21-19-04 
 JB128SU36Y2782493  Civic       2008  11337  17455  Simpson, Georgia        Fri, Apr 23, 2011       D21-19-08 
 JD136F11212529B35  CR-Z        2009  18133  24705  Evans, Dennis           Thu, Apr 29, 2011       D21-19-05 
 JJ164F410Y1382497  Pilot       2008  35364  53970  Oliver, Melanie         Wed, Apr 28, 2011       D21-19-02 
 JK166FU17V1929B39  Ridgeline   2005  18740  47750  Oliver, Melanie         Fri, Apr 23, 2011       D21-19-02 
 JB127S133Y5P824A1  Civic       2008  10810  16655  Oliver, Melanie         Fri, Apr 23, 2011       D21-19-02 
 JD137FU1A31529B43  CR-Z         2011  23670  25705  Evans, Dennis           Fri, Apr 23, 2011       D21-19-05 
