Dealer Name: Kaplan Honda
Address:     1605 Nebraska Blvd
             East Valley, FL
Dealer ID:   38
Owner:       Kaplan, Edward
Date:        Thu, Jan 15, 2010 thru Wed, Jan 21, 2010  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB129S1412X361CAX  Civic        2010  20864  23055  Rice, Ruth              Fri, Jan 16, 2010       D38-34-06 
 JB127S1332X372XB2  Civic        2010  15822  16655  Alvarez, Bill           Fri, Jan 16, 2010       D38-34-02 
 JE142FU142X33B974  Crosstour    2010  36708  38640  Henry, Courtney         Wed, Jan 21, 2010       D38-34-05 
 JB121S12A2X372XB6  Civic        2010  14644  16455  Henry, Courtney         Thu, Jan 15, 2010       D38-34-05 
 JD136F11A2X33B978  CR-Z         2010  23469  24705  Lee, Jason              Sun, Jan 18, 2010       D38-34-03 
 JB121S1242X372XCX  Civic        2010  15303  16455  Rice, Ruth              Sat, Jan 17, 2010       D38-34-06 
 JA1X5SU242X34CA92  Accord       2010  24515  27089  Murphy, Roger           Fri, Jan 16, 2010       D38-34-01 
 JB121S1282X3831X4  Civic        2010  15138  16455  Henry, Courtney         Wed, Jan 21, 2010       D38-34-05 
 JA112F1342X33B986  Accord       2010  30954  32930  Alvarez, Darrell        Mon, Jan 19, 2010       D38-34-04 
 JK168F3142X3X8658  Ridgeline    2010  42258  47750  Rice, Ruth              Mon, Jan 19, 2010       D38-34-06 
 JG148F1132X34CAAX  Insight      2010  22194  24390  Lee, Jason              Mon, Jan 19, 2010       D38-34-03 
 JE142FU162X33B992  Crosstour    2010  35742  38640  Rice, Ruth              Mon, Jan 19, 2010       D38-34-06 
 JB121S1242X361CC4  Civic        2010  15467  16455  Henry, Courtney         Wed, Jan 21, 2010       D38-34-05 
 JB121S1232X34CAA6  Civic        2010  15138  16455  Lee, Jason              Thu, Jan 15, 2010       D38-34-03 
 JH154SU162X372XX8  Odyssey      2010  28813  32375  Murphy, Roger           Tue, Jan 20, 2010       D38-34-01 
 JH155FU122X3X867X  Odyssey      2010  42803  47825  Alvarez, Darrell        Sun, Jan 18, 2010       D38-34-04 
 JB121S1292X34CAB2  Civic        2010  14562  16455  Lee, Jason              Sun, Jan 18, 2010       D38-34-03 
 JB121S1232X3X8674  Civic        2010  15879  16455  Alvarez, Darrell        Fri, Jan 16, 2010       D38-34-04 
 JB127S1312X32A896  Civic        2010  14656  16655  Murphy, Roger           Tue, Jan 20, 2010       D38-34-01 
 JB127S1372X33B9A8  Civic        2010  15905  16655  Lee, Jason              Mon, Jan 19, 2010       D38-34-03 
 JB127S1302X31979X  Civic        2010  15738  16655  Alvarez, Darrell        Sun, Jan 18, 2010       D38-34-04 
 JH154SU142X361C12  Odyssey      2010  29946  32375  Murphy, Roger           Fri, Jan 16, 2010       D38-34-01 
 JC132FU172X34CAC4  CR-V         2010  28955  31995  Henry, Courtney         Sat, Jan 17, 2010       D38-34-05 
 JC131F1182X33B9B6  CR-V         2010  29600  30995  Alvarez, Bill           Sat, Jan 17, 2010       D38-34-02 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JH152SU15Y223B6A9  Odyssey     2008  21708  30375  Murphy, Roger           Thu, Jan 15, 2010       D38-34-01 
 JB127S135Y16X8381  Civic       2008  12059  16655  Henry, Courtney         Tue, Jan 20, 2010       D38-34-05 
 JD138FU19X264C7C3  CR-Z        2007  17933  27705  Lee, Jason              Thu, Jan 15, 2010       D38-34-03 
 JD136F11AV163B6B5  CR-Z        2005  11902  24705  Lee, Jason              Sun, Jan 18, 2010       D38-34-03 
 JC132FU12Y4183B37  CR-V        2008  23319  31995  Lee, Jason              Thu, Jan 15, 2010       D38-34-03 
 JH154SU11WX33B6B9  Odyssey     2006  19020  32375  Henry, Courtney         Mon, Jan 19, 2010       D38-34-05 
 JH153FU111334C7X1  Odyssey     2009  36660  45825  Rice, Ruth              Wed, Jan 21, 2010       D38-34-06 
 JH155FU151183B6C3  Odyssey     2009  38260  47825  Rice, Ruth              Wed, Jan 21, 2010       D38-34-06 
 JB121S125Y453B6C5  Civic       2008  11912  16455  Alvarez, Bill           Sat, Jan 17, 2010       D38-34-02 
 JH153FU14Y284C7X7  Odyssey     2008  33470  45825  Lee, Jason              Sat, Jan 17, 2010       D38-34-03 
 JH159F418W275X819  Odyssey     2006  33690  56825  Murphy, Roger           Fri, Jan 16, 2010       D38-34-01 
 JH155FU13X145X821  Odyssey     2007  30320  47825  Alvarez, Darrell        Mon, Jan 19, 2010       D38-34-04 
 JH157F314139X83A3  Odyssey     2009  37118  45825  Murphy, Roger           Wed, Jan 21, 2010       D38-34-01 
 JH15AS114V282A5C5  Odyssey     2005  14949  29375  Alvarez, Bill           Sat, Jan 17, 2010       D38-34-02 
 JH155FU15Y5P83B57  Odyssey     2008  34938  47825  Alvarez, Darrell        Sat, Jan 17, 2010       D38-34-04 
 JH152SU15WX82A5C9  Odyssey     2006  17820  30375  Murphy, Roger           Sun, Jan 18, 2010       D38-34-01 
 JH157F313W5219521  Odyssey     2006  27993  45825  Alvarez, Darrell        Sat, Jan 17, 2010       D38-34-04 
 JH156S3171X5X8413  Odyssey     2009  24300  30375  Murphy, Roger           Wed, Jan 21, 2010       D38-34-01 
 JH155FU171132A635  Odyssey     2009  38738  47825  Murphy, Roger           Sat, Jan 17, 2010       D38-34-01 
 JE143FU16VX719527  Crosstour   2005  20863  40640  Rice, Ruth              Sat, Jan 17, 2010       D38-34-06 
