Dealer Name: King Honda
Address:     9974 Brooklin Ave
             Port Kiln, SC
Dealer ID:   12
Owner:       King, Carl
Date:        Sat, Oct 14, 2012 thru Fri, Oct 20, 2012  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB121S12044282232  Civic        2012  15383  16455  Carroll, Judith         Fri, Oct 20, 2012       D12-11-02 
 JG148F1174426XX14  Insight      2012  22852  24390  Carroll, Judith         Tue, Oct 17, 2012       D12-11-02 
 JB127S1374424BBC6  Civic        2012  16420  16655  Carroll, Judith         Mon, Oct 16, 2012       D12-11-02 
 JB122SU2044282238  Civic        2012  17085  17255  Graves, Edwin           Wed, Oct 18, 2012       D12-11-01 
 JB123H1574425CC1X  Civic        2012  26086  27600  Carroll, Judith         Fri, Oct 20, 2012       D12-11-02 
 JA111S130442299B2  Accord       2012  20980  22480  Carroll, Judith         Thu, Oct 19, 2012       D12-11-02 
 JB127S1314425CC14  Civic        2012  16164  16655  Carroll, Judith         Wed, Oct 18, 2012       D12-11-02 
 JG148F111442188A6  Insight      2012  23101  24390  Graves, Edwin           Fri, Oct 20, 2012       D12-11-01 
 JH153FU1444271138  Odyssey      2012  43729  45825  Graves, Edwin           Fri, Oct 20, 2012       D12-11-01 
 JJ161FU184427114X  Pilot        2012  38860  42970  Carroll, Judith         Sat, Oct 14, 2012       D12-11-02 
 JH157F3154423AAX2  Odyssey      2012  41184  45825  Carroll, Judith         Wed, Oct 18, 2012       D12-11-02 
 JD136F1144424BB14  CR-Z         2012  24023  24705  Carroll, Judith         Thu, Oct 19, 2012       D12-11-02 
 JA112F130442X77A6  Accord       2012  29875  32930  Carroll, Judith         Fri, Oct 20, 2012       D12-11-02 
 JH154SU19442188B8  Odyssey      2012  31183  32375  Carroll, Judith         Sat, Oct 14, 2012       D12-11-02 
 JB127S1304428239X  Civic        2012  15565  16655  Graves, Edwin           Thu, Oct 19, 2012       D12-11-01 
 JD136F1124425CX62  CR-Z         2012  24148  24705  Graves, Edwin           Tue, Oct 17, 2012       D12-11-01 
 JA112F1314425CX64  Accord       2012  31544  32930  Carroll, Judith         Fri, Oct 20, 2012       D12-11-02 
 JA1X3SU2944218926  Accord       2012  23878  25089  Carroll, Judith         Thu, Oct 19, 2012       D12-11-02 
 JB121S12144282398  Civic        2012  16228  16455  Carroll, Judith         Sat, Oct 14, 2012       D12-11-02 
 JB127S139442823AX  Civic        2012  15651  16655  Graves, Edwin           Fri, Oct 20, 2012       D12-11-01 
 JJ16AF1114425CX72  Pilot        2012  41147  41970  Carroll, Judith         Sat, Oct 14, 2012       D12-11-02 
