Dealer Name: Riverside Honda
Address:     9663 Mason Road
             Granger, AL
Dealer ID:   35
Owner:       Riverside, Francis
Date:        Mon, Aug 20, 2013 thru Sun, Aug 26, 2013  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB127S138534722B8  Civic        2013  15250  16655  Jones, Kyle             Wed, Aug 22, 2013       D35-31-01 
 JH152SU115343BB8X  Odyssey      2013  29652  30375  Jimenez, Alfred         Tue, Aug 21, 2013       D35-31-02 
 JH157F31053419962  Odyssey      2013  43245  45825  Fox, Alvin              Sat, Aug 25, 2013       D35-31-06 
 JD138FU16534611B4  CR-Z         2013  25542  27705  Fox, Alvin              Tue, Aug 21, 2013       D35-31-06 
 JH155FU145345XXA6  Odyssey      2013  44135  47825  Lambert, Patsy          Mon, Aug 20, 2013       D35-31-03 
 JC132FU11534722C8  CR-V         2013  29403  31995  Morris, Tracey          Wed, Aug 22, 2013       D35-31-05 
 JA1X1S1225342AA8X  Accord       2013  22287  24089  Anderson, Sean          Mon, Aug 20, 2013       D35-31-04 
 JE141F11453419972  Crosstour    2013  33908  37640  Lambert, Patsy          Tue, Aug 21, 2013       D35-31-03 
 JH154SU18534611C4  Odyssey      2013  31397  32375  Lambert, Patsy          Thu, Aug 23, 2013       D35-31-03 
 JB127S133534611C6  Civic        2013  15856  16655  Jones, Kyle             Tue, Aug 21, 2013       D35-31-01 
 JB125G16A53419978  Civic        2013  27283  28505  Fox, Alvin              Tue, Aug 21, 2013       D35-31-06 
 JB124HU565341998X  Civic        2013  26603  28400  Jimenez, Alfred         Sat, Aug 25, 2013       D35-31-02 
 JB121S1285344CCB2  Civic        2013  15417  16455  Lambert, Patsy          Wed, Aug 22, 2013       D35-31-03 
 JB127S1335345XXC4  Civic        2013  15683  16655  Anderson, Sean          Wed, Aug 22, 2013       D35-31-04 
 JB127S13553419986  Civic        2013  16116  16655  Lambert, Patsy          Wed, Aug 22, 2013       D35-31-03 
 JC131F11353483328  CR-V         2013  29453  30995  Lambert, Patsy          Sun, Aug 26, 2013       D35-31-03 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JH15AS112347X8363  Odyssey     2011  21474  29375  Jimenez, Alfred         Sat, Aug 25, 2013       D35-31-02 
 JE145F413347X8365  Crosstour   2011  33904  46640  Jones, Kyle             Thu, Aug 23, 2013       D35-31-01 
 JH153FU154X619477  Odyssey     2012  37665  45825  Jimenez, Alfred         Wed, Aug 22, 2013       D35-31-02 
 JD138FU19X52X8369  CR-Z        2007  11719  27705  Fox, Alvin              Sat, Aug 25, 2013       D35-31-06 
 JH159F414Y28619X1  Odyssey     2008  29715  56825  Jones, Kyle             Sun, Aug 26, 2013       D35-31-01 
 JE143FU1822872A13  Crosstour   2010  26889  40640  Anderson, Sean          Mon, Aug 20, 2013       D35-31-04 
 JE141F11924172A15  Crosstour   2010  24233  37640  Morris, Tracey          Wed, Aug 22, 2013       D35-31-05 
 JH154SU13X45619X7  Odyssey     2007  12770  32375  Fox, Alvin              Tue, Aug 21, 2013       D35-31-06 
 JH152SU19241X8379  Odyssey     2010  20134  30375  Jones, Kyle             Fri, Aug 24, 2013       D35-31-01 
 JG148F11313161911  Insight     2009  14634  24390  Jones, Kyle             Sat, Aug 25, 2013       D35-31-01 
 JH15AS1132X1X8383  Odyssey     2010  19476  29375  Lambert, Patsy          Wed, Aug 22, 2013       D35-31-03 
 JB127S1382365X8X5  Civic       2010  11107  16655  Anderson, Sean          Tue, Aug 21, 2013       D35-31-04 
 JF146S1123184C7C7  Fit         2011  12092  16025  Jones, Kyle             Sun, Aug 26, 2013       D35-31-01 
 JB121S129Y28X8389  Civic       2008  8520   16455  Morris, Tracey          Sat, Aug 25, 2013       D35-31-05 
 JH151F11AY1672A31  Odyssey     2008  23415  44825  Lambert, Patsy          Fri, Aug 24, 2013       D35-31-03 
 JD139F31A51P83B43  CR-Z         2013  24077  25705  Fox, Alvin              Mon, Aug 20, 2013       D35-31-06 
