Dealer Name: Superior Honda
Address:     8799 Dixie Highway
             Louderdale, FL
Dealer ID:   31
Owner:       Griner, Thomas
Date:        Thu, Nov 19, 2010 thru Wed, Nov 25, 2010  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JG148F1172474C7X8  Insight      2010  21707  24390  Berry, Gerald           Sun, Nov 22, 2010       D31-27-02 
 JC131F1162473B6XX  CR-V         2010  28980  30995  Berry, Gerald           Sun, Nov 22, 2010       D31-27-02 
 JB127S1322475X822  Civic        2010  15738  16655  Berry, Gerald           Tue, Nov 24, 2010       D31-27-02 
 JH155FU1724772A44  Odyssey      2010  43520  47825  Burns, Laura            Sat, Nov 21, 2010       D31-27-05 
 JD136F119247194B6  CR-Z         2010  21863  24705  Berry, Gerald           Sun, Nov 22, 2010       D31-27-02 
 JB128SU352473B6X8  Civic        2010  16233  17455  Harvey, Joseph          Sat, Nov 21, 2010       D31-27-01 
 JB127S13424772B8X  Civic        2010  14989  16655  Knight, Sean            Fri, Nov 20, 2010       D31-27-04 
 JD136F11824783C92  CR-Z         2010  22358  24705  Knight, Sean            Sat, Nov 21, 2010       D31-27-04 
 JH153FU162474C854  Odyssey      2010  41471  45825  Burns, Laura            Thu, Nov 19, 2010       D31-27-05 
 JE144F3112473B746  Crosstour    2010  37094  38640  Berry, Gerald           Fri, Nov 20, 2010       D31-27-02 
 JB127S13224783C98  Civic        2010  15905  16655  Knight, Sean            Sun, Nov 22, 2010       D31-27-04 
 JH15AS1102475X97X  Odyssey      2010  27171  29375  Burns, Laura            Sat, Nov 21, 2010       D31-27-05 
 JE141F11024761A82  Crosstour    2010  36134  37640  Harvey, Joseph          Wed, Nov 25, 2010       D31-27-01 
 JB127S13524761A84  Civic        2010  15072  16655  Harvey, Joseph          Mon, Nov 23, 2010       D31-27-01 
 JB129S1472473B756  Civic        2010  20403  23055  Wells, Bobby            Fri, Nov 20, 2010       D31-27-03 
 JH153FU1424772B98  Odyssey      2010  44221  45825  Wells, Bobby            Tue, Nov 24, 2010       D31-27-03 
 JC132FU16247X843X  CR-V         2010  30075  31995  Berry, Gerald           Wed, Nov 25, 2010       D31-27-02 
 JB121S12524772BA2  Civic        2010  14891  16455  Burns, Laura            Wed, Nov 25, 2010       D31-27-05 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB128SU34W154B295  Civic       2006  10403  17455  Wells, Bobby            Thu, Nov 19, 2010       D31-27-03 
 JC133FU12X47715C7  CR-V        2007  21468  33995  Burns, Laura            Sat, Nov 21, 2010       D31-27-05 
 JB121S126X4P6X4B9  Civic       2007  10531  16455  Wells, Bobby            Sat, Nov 21, 2010       D31-27-03 
 JH151F115W526X4C1  Odyssey     2006  26490  44825  Wells, Bobby            Mon, Nov 23, 2010       D31-27-03 
 JH153FU1814429X83  Odyssey     2009  36660  45825  Berry, Gerald           Sat, Nov 21, 2010       D31-27-02 
 JH151F113Y34X7B65  Odyssey     2008  32112  44825  Berry, Gerald           Sat, Nov 21, 2010       D31-27-02 
 JB121S123X123A197  Civic       2007  10531  16455  Berry, Gerald           Thu, Nov 19, 2010       D31-27-02 
 JJ162FU1AYX1X7B69  Pilot       2008  32216  44970  Harvey, Joseph          Thu, Nov 19, 2010       D31-27-01 
 JC132FU14X2871511  CR-V        2007  20756  31995  Knight, Sean            Tue, Nov 24, 2010       D31-27-04 
 JG148F11AX3371513  Insight     2007  15321  24390  Knight, Sean            Tue, Nov 24, 2010       D31-27-04 
 JJ162FU18V455C3C5  Pilot       2005  22035  44970  Berry, Gerald           Sun, Nov 22, 2010       D31-27-02 
 JH159F416VX35C3C7  Odyssey     2005  29360  56825  Wells, Bobby            Sat, Nov 21, 2010       D31-27-03 
 JH159F411Y363A1A9  Odyssey     2008  41544  56825  Burns, Laura            Fri, Nov 20, 2010       D31-27-05 
 JD136F118V1P6X411  CR-Z        2005  12497  24705  Knight, Sean            Thu, Nov 19, 2010       D31-27-04 
 JH153FU19W1129XA3  Odyssey     2006  27090  45825  Harvey, Joseph          Mon, Nov 23, 2010       D31-27-01 
 JG148F115X1182635  Insight     2007  15752  24390  Harvey, Joseph          Thu, Nov 19, 2010       D31-27-01 
 JH156S318WX318C97  Odyssey     2006  18414  30375  Wells, Bobby            Fri, Nov 20, 2010       D31-27-03 
 JB128SU32Y22X7B89  Civic       2008  12646  17455  Harvey, Joseph          Sat, Nov 21, 2010       D31-27-01 
 JH151F115W1129XB1  Odyssey     2006  26490  44825  Berry, Gerald           Thu, Nov 19, 2010       D31-27-02 
 JD138FU17X18X7B93  CR-Z        2007  17933  27705  Burns, Laura            Wed, Nov 25, 2010       D31-27-05 
 JH157F311T246X425  Odyssey     2004  19221  45825  Harvey, Joseph          Tue, Nov 24, 2010       D31-27-01 
 JB129S143Y29X7B97  Civic       2008  16757  23055  Harvey, Joseph          Tue, Nov 24, 2010       D31-27-01 
 JH153FU13X1118CA9  Odyssey     2007  29856  45825  Burns, Laura            Mon, Nov 23, 2010       D31-27-05 
 JC131F119W2682651  CR-V        2006  18192  30995  Berry, Gerald           Thu, Nov 19, 2010       D31-27-02 
