Dealer Name: Donner Honda
Address:     9484 Ford Parkwark
             Hinds, NC
Dealer ID:   14
Owner:       Donner, Earl
Date:        Fri, Apr 16, 2011 thru Thu, Apr 22, 2011  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JA1X9S4253166X1C2  Accord       2011  31814  33089  Peters, Stacey          Sat, Apr 17, 2011       D14-13-09 
 JB122SU2831629A84  Civic        2011  15906  17255  Reid, Danielle          Tue, Apr 20, 2011       D14-13-03 
 JD137FU163164BCA6  CR-Z         2011  23985  25705  Edwards, Heather        Wed, Apr 21, 2011       D14-13-04 
 JB121S1203165CXB8  Civic        2011  16012  16455  Rose, Terrance          Sun, Apr 18, 2011       D14-13-06 
 JC135F4173166X1XX  CR-V         2011  38410  39995  Dixon, Alfredo          Sun, Apr 18, 2011       D14-13-02 
 JH151F11A316X7872  Odyssey      2011  40995  44825  Carr, Geraldine         Wed, Apr 21, 2011       D14-13-08 
 JD136F11931629A94  CR-Z         2011  23060  24705  Edwards, Heather        Wed, Apr 21, 2011       D14-13-04 
 JD136F1173165CXC6  CR-Z         2011  23434  24705  Reynolds, Alan          Wed, Apr 21, 2011       D14-13-01 
 JB121S12831682328  Civic        2011  15512  16455  Edwards, Heather        Thu, Apr 22, 2011       D14-13-04 
 JC131F1133163ABBX  CR-V         2011  29190  30995  Fowler, Charlotte       Sun, Apr 18, 2011       D14-13-07 
 JB129S1403165CXX2  Civic        2011  20719  23055  Rose, Terrance          Sat, Apr 17, 2011       D14-13-06 
 JA1X3SU213166X114  Accord       2011  24554  25089  Carr, Geraldine         Wed, Apr 21, 2011       D14-13-08 
 JB127S1363164BCC6  Civic        2011  15023  16655  Dixon, Alfredo          Fri, Apr 16, 2011       D14-13-02 
 JA111S13231671228  Accord       2011  21115  22480  Peters, Stacey          Sun, Apr 18, 2011       D14-13-09 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JE141F11011782131  Crosstour   2009  27627  37640  Fowler, Charlotte       Thu, Apr 22, 2011       D14-13-07 
 JH151F11424882133  Odyssey     2010  36040  44825  Carr, Geraldine         Thu, Apr 22, 2011       D14-13-08 
 JF146S11823P6XC15  Fit         2010  13162  16025  Carr, Geraldine         Tue, Apr 20, 2011       D14-13-08 
 JK167FU18V2P298A7  Ridgeline   2005  21005  49750  Dixon, Alfredo          Mon, Apr 19, 2011       D14-13-02 
 JB127S1392423A9B9  Civic       2010  13504  16655  Reid, Danielle          Sat, Apr 17, 2011       D14-13-03 
 JH155FU15Y23X7691  Odyssey     2008  31320  47825  Dixon, Alfredo          Mon, Apr 19, 2011       D14-13-02 
 JG148F113X465CB13  Insight     2007  14842  24390  Reynolds, Alan          Fri, Apr 16, 2011       D14-13-01 
 JK168F31AY456XC25  Ridgeline   2008  31271  47750  Fowler, Charlotte       Mon, Apr 19, 2011       D14-13-07 
 JB127S1363X1298B7  Civic        2011  15394  16655  Peters, Stacey          Wed, Apr 21, 2011       D14-13-09 
 JD136F11AY1271X39  CR-Z        2008  15667  24705  Dixon, Alfredo          Sun, Apr 18, 2011       D14-13-02 
