Dealer Name: Honda Pro
Address:     923 Green St
             Brookland, GA
Dealer ID:   27
Owner:       Palmer, John
Date:        Mon, Jan 15, 2013 thru Sun, Jan 21, 2013  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JA113SU385X383X98  Accord       2013  22584  23480  Shelton, Regina         Tue, Jan 16, 2013       D27-24-02 
 JC131F1195X3X852X  CR-V         2013  28978  30995  Wright, Marion          Wed, Jan 17, 2013       D27-24-04 
 JC131F1175X383XA2  CR-V         2013  30244  30995  Shelton, Regina         Thu, Jan 18, 2013       D27-24-02 
 JE142FU145X372C94  Crosstour    2013  35383  38640  Scott, Samuel           Mon, Jan 15, 2013       D27-24-06 
 JA1X9S4215X34C966  Accord       2013  32075  33089  Shelton, Regina         Sun, Jan 21, 2013       D27-24-02 
 JB127S1325X35XA78  Civic        2013  16203  16655  Scott, Samuel           Wed, Jan 17, 2013       D27-24-06 
 JJ161FU155X383XBX  Pilot        2013  40153  42970  Howard, Samantha        Fri, Jan 19, 2013       D27-24-05 
 JH157F3165X383XB2  Odyssey      2013  41385  45825  Scott, Samuel           Sun, Jan 21, 2013       D27-24-06 
 JG149FU105X3X8534  Insight      2013  24571  25190  Scott, Samuel           Mon, Jan 15, 2013       D27-24-06 
 JA1X2F1215X35XA86  Accord       2013  31514  33030  Wright, Marion          Fri, Jan 19, 2013       D27-24-04 
 JH152SU125X33B868  Odyssey      2013  27479  30375  Wright, Marion          Sat, Jan 20, 2013       D27-24-04 
 JB127S1365X361BAX  Civic        2013  15337  16655  Scott, Samuel           Fri, Jan 19, 2013       D27-24-06 
 JB129S1435X32A762  Civic        2013  21950  23055  Hill, Rita              Fri, Jan 19, 2013       D27-24-01 
 JE143FU155X34C984  Crosstour    2013  37390  40640  Howard, Samantha        Wed, Jan 17, 2013       D27-24-05 
 JE142FU195X33B876  Crosstour    2013  36759  38640  Howard, Samantha        Tue, Jan 16, 2013       D27-24-05 
 JB127S1385X35XA98  Civic        2013  15337  16655  Howard, Samantha        Sat, Jan 20, 2013       D27-24-05 
 JA111S1365X32A77X  Accord       2013  20955  22480  Shelton, Regina         Fri, Jan 19, 2013       D27-24-02 
 JJ16AF1195X33B882  Pilot        2013  38167  41970  Hill, Rita              Tue, Jan 16, 2013       D27-24-01 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JH152SU1A2444B175  Odyssey     2010  19033  30375  Hill, Rita              Thu, Jan 18, 2013       D27-24-01 
 JH151F119224X7A37  Odyssey     2010  28832  44825  Hill, Rita              Sun, Jan 21, 2013       D27-24-01 
 JH154SU16Y45714A9  Odyssey     2008  16878  32375  Shelton, Regina         Tue, Jan 16, 2013       D27-24-02 
 JJ162FU152354B181  Pilot       2010  28924  44970  Perkins, Pearl          Sat, Jan 20, 2013       D27-24-03 
 JH151F11414P29C63  Odyssey     2009  27791  44825  Howard, Samantha        Tue, Jan 16, 2013       D27-24-05 
 JC132FU18211714B5  CR-V        2010  20620  31995  Scott, Samuel           Mon, Jan 15, 2013       D27-24-06 
 JJ161FU11249714B7  Pilot       2010  27644  42970  Hill, Rita              Sat, Jan 20, 2013       D27-24-01 
 JH158S41AXX36X3A9  Odyssey     2007  15142  41375  Perkins, Pearl          Thu, Jan 18, 2013       D27-24-03 
 JB122SU264X33AX81  Civic       2012  14523  17255  Shelton, Regina         Fri, Jan 19, 2013       D27-24-02 
 JE141F11A2265C2A3  Crosstour   2010  24233  37640  Perkins, Pearl          Sat, Jan 20, 2013       D27-24-03 
 JB127S137252X7A55  Civic       2010  10803  16655  Scott, Samuel           Wed, Jan 17, 2013       D27-24-06 
 JG148F11223929C77  Insight     2010  15753  24390  Scott, Samuel           Sat, Jan 20, 2013       D27-24-06 
 JC133FU141275C2A9  CR-V        2009  20397  33995  Perkins, Pearl          Wed, Jan 17, 2013       D27-24-03 
 JB121S1213114B1A1  Civic       2011  12408  16455  Shelton, Regina         Fri, Jan 19, 2013       D27-24-02 
 JE141F110Y4618B73  Crosstour   2008  33860  37640  Scott, Samuel           Tue, Jan 16, 2013       D27-24-06 
 JH153FU164X718B75  Odyssey     2012  37200  45825  Scott, Samuel           Thu, Jan 18, 2013       D27-24-06 
