Dealer Name: Bill Travers Honda
Address:     7043 George Parson Highway
             Grand Traverse, AL
Dealer ID:   21
Owner:       Travers, Bill
Date:        Wed, Jan 15, 2015 thru Tue, Jan 21, 2015  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JH153FU167X33B752  Odyssey      2015  44837  45825  Simpson, Georgia        Thu, Jan 16, 2015       D21-19-08 
 JA115SU387X383CA4  Accord       2015  24742  25480  Washington, Franklin    Sat, Jan 18, 2015       D21-19-06 
 JB127S1387X3X8426  Civic        2015  15735  16655  Simpson, Georgia        Thu, Jan 16, 2015       D21-19-08 
 JD137FU137X35X978  CR-Z         2015  24951  25705  King, Gwendolyn         Thu, Jan 16, 2015       D21-19-04 
 JB127S1307X31954X  Civic        2015  16357  16655  Washington, Franklin    Tue, Jan 21, 2015       D21-19-06 
 JB127S1317X319542  Civic        2015  15824  16655  Washington, Franklin    Sun, Jan 19, 2015       D21-19-06 
 JB127S1307X32A654  Civic        2015  16802  16655  Washington, Franklin    Sun, Jan 19, 2015       D21-19-06 
 JB121S1287X361A96  Civic        2015  16964  16455  Evans, Dennis           Sat, Jan 18, 2015       D21-19-05 
 JB128SU377X32A658  Civic        2015  17929  17455  Powell, Jerome          Wed, Jan 15, 2015       D21-19-03 
 JB121S1207X35X99X  Civic        2015  16525  16455  West, Ashley            Fri, Jan 17, 2015       D21-19-07 
 JH153FU1A7X319552  Odyssey      2015  41785  45825  Evans, Dennis           Tue, Jan 21, 2015       D21-19-05 
 JC134F3167X33B774  CR-V         2015  30967  31995  Carroll, Glenn          Tue, Jan 21, 2015       D21-19-01 
 JH157F31A7X319556  Odyssey      2015  42255  45825  Powell, Jerome          Fri, Jan 17, 2015       D21-19-03 
 JB121S1267X3X8448  Civic        2015  15909  16455  Washington, Franklin    Tue, Jan 21, 2015       D21-19-06 
 JB127S1367X31956X  Civic        2015  16802  16655  Washington, Franklin    Fri, Jan 17, 2015       D21-19-06 
 JB127S1337X383CX2  Civic        2015  16979  16655  Oliver, Melanie         Sun, Jan 19, 2015       D21-19-02 
 JA1X1S1287X33B784  Accord       2015  23070  24089  Powell, Jerome          Thu, Jan 16, 2015       D21-19-03 
 JA1X1S12A7X319566  Accord       2015  24079  24089  West, Ashley            Tue, Jan 21, 2015       D21-19-07 
 JC132FU197X319568  CR-V         2015  31464  31995  West, Ashley            Sat, Jan 18, 2015       D21-19-07 
 JA113SU307X33B79X  Accord       2015  21652  23480  Powell, Jerome          Wed, Jan 15, 2015       D21-19-03 
 JA115SU397X33B792  Accord       2015  23678  25480  West, Ashley            Thu, Jan 16, 2015       D21-19-07 
 JB125G1627X361AC4  Civic        2015  28592  28505  Powell, Jerome          Sat, Jan 18, 2015       D21-19-03 
 JB129S1457X3X8466  Civic        2015  23333  23055  Simpson, Georgia        Sun, Jan 19, 2015       D21-19-08 
 JH152SU177X361AC8  Odyssey      2015  30240  30375  King, Gwendolyn         Sat, Jan 18, 2015       D21-19-04 
 JC132FU167X361AXX  CR-V         2015  30801  31995  Evans, Dennis           Sun, Jan 19, 2015       D21-19-05 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JJ161FU1A4355C165  Pilot       2004  27932  42970  Oliver, Melanie         Sun, Jan 19, 2015       D21-19-02 
 JH15AS1164453AC47  Odyssey     2004  19772  29375  Simpson, Georgia        Sat, Jan 18, 2015       D21-19-08 
 JB121S12822329B39  Civic       2002  8757   16455  Evans, Dennis           Fri, Jan 17, 2015       D21-19-05 
 JG149FU146435C171  Insight     2006  21052  25190  Washington, Franklin    Mon, Jan 20, 2015       D21-19-06 
 JK165F1156185C173  Ridgeline   2006  37821  46750  Powell, Jerome          Sat, Jan 18, 2015       D21-19-03 
 JH152SU11428X7925  Odyssey     2004  19872  30375  King, Gwendolyn         Thu, Jan 16, 2015       D21-19-04 
 JH155FU134X871397  Odyssey     2004  31913  47825  King, Gwendolyn         Wed, Jan 15, 2015       D21-19-04 
 JC132FU14147824A9  CR-V        2001  13757  31995  Carroll, Glenn          Wed, Jan 15, 2015       D21-19-01 
 JB129S149413713A1  Civic       2004  15187  23055  Evans, Dennis           Fri, Jan 17, 2015       D21-19-05 
 JB123H15341118A43  Civic       2004  18604  27600  Evans, Dennis           Fri, Jan 17, 2015       D21-19-05 
 JB121S12A3286X295  Civic       2003  10481  16455  King, Gwendolyn         Fri, Jan 17, 2015       D21-19-04 
 JH159F4135216X297  Odyssey     2005  41562  56825  King, Gwendolyn         Sun, Jan 19, 2015       D21-19-04 
 JB127S13413P3AC69  Civic       2001  7161   16655  West, Ashley            Sat, Jan 18, 2015       D21-19-07 
 JB127S1346244BX81  Civic       2006  14401  16655  West, Ashley            Mon, Jan 20, 2015       D21-19-07 
 JB127S138441713B3  Civic       2004  11403  16655  Evans, Dennis           Sat, Jan 18, 2015       D21-19-05 
 JB127S13663429B65  Civic       2006  14401  16655  Powell, Jerome          Wed, Jan 15, 2015       D21-19-03 
 JE144F316239713B7  Crosstour   2002  20404  38640  Simpson, Georgia        Mon, Jan 20, 2015       D21-19-08 
 JC134F31534P5C199  CR-V        2003  19467  31995  Oliver, Melanie         Mon, Jan 20, 2015       D21-19-02 
 JH15AS1117X218A61  Odyssey      2015  27806  29375  West, Ashley            Thu, Jan 16, 2015       D21-19-07 
