Dealer Name: Olson Honda
Address:     3074 Davison Highway
             Norbert, FL
Dealer ID:   15
Owner:       Olson, Howard
Date:        Tue, Apr 16, 2014 thru Mon, Apr 22, 2014  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB127S13061618B94  Civic        2014  15799  16655  Bowman, Joan            Sat, Apr 20, 2014       D15-14-03 
 JB123H1596166X316  Civic        2014  26220  27600  Shelton, Monica         Sun, Apr 21, 2014       D15-14-06 
 JJ163F313616X7A88  Pilot        2014  41895  42970  Elliott, Jacqueline     Tue, Apr 16, 2014       D15-14-01 
 JA1X1S12661629CBX  Accord       2014  23239  24089  Hall, Willie            Tue, Apr 16, 2014       D15-14-08 
 JC134F3136164B1X2  CR-V         2014  31250  31995  Gardner, Joan           Wed, Apr 17, 2014       D15-14-09 
 JH151F11861629CB4  Odyssey      2014  41609  44825  Gonzales, Natalie       Fri, Apr 19, 2014       D15-14-04 
 JB127S1316166X326  Civic        2014  16940  16655  Hall, Willie            Fri, Apr 19, 2014       D15-14-08 
 JB127S1386164B1X8  Civic        2014  16501  16655  Shelton, Monica         Wed, Apr 17, 2014       D15-14-06 
 JC131F1116164B11X  CR-V         2014  29024  30995  Gardner, Joan           Tue, Apr 16, 2014       D15-14-09 
 JB123H15461629CC2  Civic        2014  25507  27600  Gonzales, Natalie       Fri, Apr 19, 2014       D15-14-04 
 JE142FU1361671444  Crosstour    2014  36574  38640  Bowman, Joan            Mon, Apr 22, 2014       D15-14-03 
 JB129S1426163AXX6  Civic        2014  22637  23055  Woods, Tommy            Fri, Apr 19, 2014       D15-14-02 
 JB122SU2361629CC8  Civic        2014  17247  17255  Shelton, Monica         Tue, Apr 16, 2014       D15-14-06 
 JA113SU356167158X  Accord       2014  22307  23480  Hall, Willie            Fri, Apr 19, 2014       D15-14-08 
 JB121S1246164B252  Civic        2014  15793  16455  Ramos, Maxine           Sun, Apr 21, 2014       D15-14-05 
 JH159F41A6163A144  Odyssey      2014  54838  56825  Ramos, Maxine           Wed, Apr 17, 2014       D15-14-05 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JD138FU122155CB87  CR-Z        2002  25276  27705  Shelton, Monica         Tue, Apr 16, 2014       D15-14-06 
 JB121S12AY4P3A969  Civic       2000  6978   16455  Hall, Willie            Tue, Apr 16, 2014       D15-14-08 
 JB121S12431329861  Civic       2003  11123  16455  Ramos, Maxine           Tue, Apr 16, 2014       D15-14-05 
 JB127S13932P821C3  Civic       2003  11255  16655  Ramos, Maxine           Fri, Apr 19, 2014       D15-14-05 
 JD137FU142174BA85  CR-Z        2002  16076  25705  Bowman, Joan            Sat, Apr 20, 2014       D15-14-03 
 JH151F1111X44BA87  Odyssey     2001  22412  44825  Shelton, Monica         Sun, Apr 21, 2014       D15-14-06 
 JA111S13242418759  Accord      2004  16995  22480  Elliott, Jacqueline     Sun, Apr 21, 2014       D15-14-01 
 JG148F11753P821X1  Insight     2005  20484  24390  Woods, Tommy            Mon, Apr 22, 2014       D15-14-02 
 JK166FU11542X7653  Ridgeline   2005  39406  47750  Hall, Willie            Sun, Apr 21, 2014       D15-14-08 
 JC134F3173X918765  CR-V        2003  20764  31995  Murphy, Kelly           Wed, Apr 17, 2014       D15-14-07 
 JH159F416215X7657  Odyssey     2002  34230  56825  Shelton, Monica         Thu, Apr 18, 2014       D15-14-06 
 JB127S13634918769  Civic       2003  11255  16655  Murphy, Kelly           Mon, Apr 22, 2014       D15-14-07 
 JH154SU101116XCC1  Odyssey     2001  16996  32375  Gonzales, Natalie       Fri, Apr 19, 2014       D15-14-04 
 JB128SU3524882113  Civic       2002  10961  17455  Ramos, Maxine           Fri, Apr 19, 2014       D15-14-05 
 JC131F11141182115  CR-V        2004  23245  30995  Elliott, Jacqueline     Sat, Apr 20, 2014       D15-14-01 
