Dealer Name: Walker Honda
Address:     1240 Harrison Ave
             Port Kiln, SC
Dealer ID:   10
Owner:       Walker, Shelly
Date:        Tue, Jun 11, 2014 thru Mon, Jun 17, 2014  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JA1X1S12262471286  Accord       2014  23864  24089  Alvarez, David          Sat, Jun 15, 2014       D10-07-06 
 JH151F1106243AB48  Odyssey      2014  40238  44825  Gardner, Salvador       Tue, Jun 11, 2014       D10-07-03 
 JA1X5SU206244BC6X  Accord       2014  24630  27089  Wright, Emma            Tue, Jun 11, 2014       D10-07-04 
 JE142FU146244BC62  Crosstour    2014  36376  38640  Gardner, Salvador       Thu, Jun 13, 2014       D10-07-03 
 JE142FU1A6246X184  Crosstour    2014  36179  38640  Gardner, Salvador       Wed, Jun 12, 2014       D10-07-03 
 JH151F1186246X186  Odyssey      2014  40238  44825  Wright, Emma            Sat, Jun 15, 2014       D10-07-04 
 JA1X2F1246245CX78  Accord       2014  30367  33030  Ross, Darren            Sat, Jun 15, 2014       D10-07-05 
 JH155FU19624823BX  Odyssey      2014  46532  47825  Fields, Roland          Wed, Jun 12, 2014       D10-07-02 
 JB123H155624X7832  Civic        2014  27075  27600  Ross, Darren            Fri, Jun 14, 2014       D10-07-05 
 JH153FU1662429A54  Odyssey      2014  42519  45825  Wright, Emma            Sat, Jun 15, 2014       D10-07-04 
 JB127S1336245CX86  Civic        2014  15711  16655  Marshall, Allan         Fri, Jun 14, 2014       D10-07-01 
 JB127S13862429A58  Civic        2014  16677  16655  Alvarez, David          Tue, Jun 11, 2014       D10-07-06 
 JB121S121624712BX  Civic        2014  16747  16455  Fields, Roland          Tue, Jun 11, 2014       D10-07-02 
 JH158S4146244BC82  Odyssey      2014  40372  41375  Fields, Roland          Thu, Jun 13, 2014       D10-07-02 
 JC131F119624712B4  CR-V         2014  28386  30995  Wright, Emma            Tue, Jun 11, 2014       D10-07-04 
 JA111S1366244BC86  Accord       2014  21743  22480  Wright, Emma            Wed, Jun 12, 2014       D10-07-04 
 JA114FU306243AB78  Accord       2014  32217  33930  Gardner, Salvador       Tue, Jun 11, 2014       D10-07-03 
 JH152SU16624712CX  Odyssey      2014  28929  30375  Fields, Roland          Sun, Jun 16, 2014       D10-07-02 
 JE142FU1762418962  Crosstour    2014  37365  38640  Gardner, Salvador       Tue, Jun 11, 2014       D10-07-03 
 JB129S146624712C4  Civic        2014  21799  23055  Ross, Darren            Sat, Jun 15, 2014       D10-07-05 
 JG148F115624823X6  Insight      2014  24278  24390  Ross, Darren            Mon, Jun 17, 2014       D10-07-05 
 JA1X1S1246243AB88  Accord       2014  23364  24089  Wright, Emma            Fri, Jun 14, 2014       D10-07-04 
 JH151F1166246X1CX  Odyssey      2014  41609  44825  Marshall, Allan         Wed, Jun 12, 2014       D10-07-01 
 JA1X1S129624X7862  Accord       2014  22989  24089  Wright, Emma            Mon, Jun 17, 2014       D10-07-04 
 JD138FU156244BCA4  CR-Z         2014  26888  27705  Ross, Darren            Fri, Jun 14, 2014       D10-07-05 
 JB121S1206246X1C6  Civic        2014  15272  16455  Marshall, Allan         Fri, Jun 14, 2014       D10-07-01 
 JB127S1306245CXB8  Civic        2014  16238  16655  Marshall, Allan         Fri, Jun 14, 2014       D10-07-01 
 JJ163F319624X787X  Pilot        2014  41895  42970  Wright, Emma            Sun, Jun 16, 2014       D10-07-04 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JC132FU123X76XA13  CR-V        2003  21348  31995  Gardner, Salvador       Mon, Jun 17, 2014       D10-07-03 
 JK169F411432X7485  Ridgeline   2004  41954  58750  Fields, Roland          Wed, Jun 12, 2014       D10-07-02 
 JH153FU1523318597  Odyssey     2002  28551  45825  Wright, Emma            Tue, Jun 11, 2014       D10-07-04 
 JA111S13A312X7489  Accord      2003  15087  22480  Gardner, Salvador       Tue, Jun 11, 2014       D10-07-03 
 JH155FU143334B8X1  Odyssey     2003  30027  47825  Wright, Emma            Tue, Jun 11, 2014       D10-07-04 
 JC132FU18127296B3  CR-V        2001  16797  31995  Marshall, Allan         Sun, Jun 16, 2014       D10-07-01 
 JB13ASU414236XA25  Civic       2004  18005  23855  Wright, Emma            Wed, Jun 12, 2014       D10-07-04 
 JB121S1241X34B8X7  Civic       2001  8638   16455  Wright, Emma            Sun, Jun 16, 2014       D10-07-04 
 JJ164F419532185A9  Pilot       2005  43896  53970  Wright, Emma            Sat, Jun 15, 2014       D10-07-04 
 JA112F13742P6XA31  Accord      2004  24666  32930  Fields, Roland          Wed, Jun 12, 2014       D10-07-02 
 JJ161FU1312871B43  Pilot       2001  20410  42970  Gardner, Salvador       Wed, Jun 12, 2014       D10-07-03 
 JB125G16011P4B815  Civic       2001  14965  28505  Ross, Darren            Fri, Jun 14, 2014       D10-07-05 
 JH153FU13335296C7  Odyssey     2003  41647  45825  Marshall, Allan         Thu, Jun 13, 2014       D10-07-01 
 JB127S1334386XA39  Civic       2004  12720  16655  Marshall, Allan         Thu, Jun 13, 2014       D10-07-01 
 JC134F317Y343A841  CR-V        2000  13661  31995  Fields, Roland          Thu, Jun 13, 2014       D10-07-02 
 JB127S1342484B953  Civic       2002  10465  16655  Wright, Emma            Tue, Jun 11, 2014       D10-07-04 
 JH153FU153X33A845  Odyssey     2003  30448  45825  Alvarez, David          Thu, Jun 13, 2014       D10-07-06 
