Dealer Name: King Honda
Address:     9974 Brooklin Ave
             Port Kiln, SC
Dealer ID:   12
Owner:       King, Carl
Date:        Fri, May 21, 2011 thru Thu, May 27, 2011  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB121S1203214BBX2  Civic        2011  15929  16455  Graves, Edwin           Sat, May 22, 2011       D12-11-01 
 JB127S1333216XX24  Civic        2011  15782  16655  Graves, Edwin           Sat, May 22, 2011       D12-11-01 
 JB121S1283214BBX6  Civic        2011  16179  16455  Graves, Edwin           Thu, May 27, 2011       D12-11-01 
 JH152SU16321X7798  Odyssey      2011  27081  30375  Carroll, Judith         Thu, May 27, 2011       D12-11-02 
 JG148F119321X77AX  Insight      2011  22030  24390  Carroll, Judith         Fri, May 21, 2011       D12-11-02 
 JD14AF41632182252  CR-Z         2011  31554  33705  Carroll, Judith         Sun, May 23, 2011       D12-11-02 
 JB127S130321299C4  Civic        2011  16120  16655  Carroll, Judith         Wed, May 26, 2011       D12-11-02 
 JA111S1373216XX36  Accord       2011  21683  22480  Graves, Edwin           Sun, May 23, 2011       D12-11-01 
 JA1X9S4233216XX38  Accord       2011  32314  33089  Carroll, Judith         Tue, May 25, 2011       D12-11-02 
 JB128SU353215CX6X  Civic        2011  16884  17455  Carroll, Judith         Thu, May 27, 2011       D12-11-02 
 JA1X9S42232182392  Accord       2011  32148  33089  Graves, Edwin           Tue, May 25, 2011       D12-11-01 
 JB121S12932171284  Civic        2011  16012  16455  Graves, Edwin           Thu, May 27, 2011       D12-11-01 
 JA1X5SU2032129A36  Accord       2011  25948  27089  Graves, Edwin           Mon, May 24, 2011       D12-11-01 
 JH15AS11532182398  Odyssey      2011  28120  29375  Carroll, Judith         Fri, May 21, 2011       D12-11-02 
 JA1X3SU233213AB5X  Accord       2011  22656  25089  Carroll, Judith         Wed, May 26, 2011       D12-11-02 
 JB121S12A32129A42  Civic        2011  15429  16455  Carroll, Judith         Mon, May 24, 2011       D12-11-02 
 JD137FU113214BC64  CR-Z         2011  24633  25705  Carroll, Judith         Sat, May 22, 2011       D12-11-02 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JE142FU17X5PX7597  Crosstour   2007  23677  38640  Graves, Edwin           Wed, May 26, 2011       D12-11-01 
 JH154SU17Y15297B9  Odyssey     2008  19997  32375  Graves, Edwin           Fri, May 21, 2011       D12-11-01 
 JH152SU19X464B911  Odyssey     2007  18553  30375  Carroll, Judith         Sun, May 23, 2011       D12-11-02 
 JG148F115Y21X75A3  Insight     2008  15900  24390  Graves, Edwin           Tue, May 25, 2011       D12-11-01 
 JA1X1S124234X75A5  Accord      2010  19694  24089  Carroll, Judith         Fri, May 21, 2011       D12-11-02 
 JD136F111X4171C47  CR-Z        2007  15038  24705  Carroll, Judith         Wed, May 26, 2011       D12-11-02 
 JB127S138YX3X75A9  Civic       2008  10810  16655  Carroll, Judith         Sun, May 23, 2011       D12-11-02 
 JB127S131X51X7611  Civic       2007  9723   16655  Graves, Edwin           Sun, May 23, 2011       D12-11-01 
 JB129S148Y21X7613  Civic       2008  15022  23055  Carroll, Judith         Mon, May 24, 2011       D12-11-02 
 JB121S12AW26X7615  Civic       2006  8284   16455  Carroll, Judith         Thu, May 27, 2011       D12-11-02 
 JF146S114Y233A947  Fit         2008  10396  16025  Graves, Edwin           Tue, May 25, 2011       D12-11-01 
 JH159F415X3971X89  Odyssey     2007  33825  56825  Carroll, Judith         Thu, May 27, 2011       D12-11-02 
 JB123H15124171X91  Civic       2010  22538  27600  Carroll, Judith         Sat, May 22, 2011       D12-11-02 
 JE145F411YX65CB73  Crosstour   2008  29705  46640  Carroll, Judith         Wed, May 26, 2011       D12-11-02 
 JB129S146X4929845  Civic       2007  14015  23055  Carroll, Judith         Wed, May 26, 2011       D12-11-02 
 JB127S1373X618737  Civic        2011  15480  16655  Graves, Edwin           Wed, May 26, 2011       D12-11-01 
 JC131F116X25821A9  CR-V        2007  18937  30995  Carroll, Judith         Wed, May 26, 2011       D12-11-02 
 JB123H1591X718741  Civic       2009  20258  27600  Graves, Edwin           Fri, May 21, 2011       D12-11-01 
 JC131F112Y214BA73  CR-V        2008  20246  30995  Graves, Edwin           Thu, May 27, 2011       D12-11-01 
 JH152SU143193A965  Odyssey      2011  27742  30375  Graves, Edwin           Thu, May 27, 2011       D12-11-01 
 JJ163F31A212821B7  Pilot       2010  34987  42970  Carroll, Judith         Sat, May 22, 2011       D12-11-02 
 JG148F115XX1821B9  Insight     2007  14364  24390  Graves, Edwin           Sun, May 23, 2011       D12-11-01 
 JD136F119Y34X7641  CR-Z        2008  16107  24705  Carroll, Judith         Thu, May 27, 2011       D12-11-02 
