Dealer Name: Carter Honda
Address:     2499 Bob Jones St
             Louderdale, FL
Dealer ID:   29
Owner:       Carter, Jimmy
Date:        Tue, Apr 23, 2014 thru Mon, Apr 29, 2014  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JH15AS1106174CAA6  Odyssey      2014  29064  29375  Lawson, Carolyn         Thu, Apr 25, 2014       D29-25-02 
 JB125G1606172A888  Civic        2014  27493  28505  Rodriguez, Leonard      Sun, Apr 28, 2014       D29-25-01 
 JB121S123617X867X  Civic        2014  15966  16455  Lawson, Carolyn         Sat, Apr 27, 2014       D29-25-02 
 JH152SU1761783122  Odyssey      2014  29085  30375  Lawson, Carolyn         Sat, Apr 27, 2014       D29-25-02 
 JE141F11861772X14  Crosstour    2014  35842  37640  Lucas, Jose             Mon, Apr 29, 2014       D29-25-06 
 JB121S1206175XBC6  Civic        2014  16053  16455  Graham, Sheila          Fri, Apr 26, 2014       D29-25-03 
 JE141F1146174CAB8  Crosstour    2014  36034  37640  Rodriguez, Leonard      Mon, Apr 29, 2014       D29-25-01 
 JA113SU346175XBXX  Accord       2014  21942  23480  Coleman, Arnold         Fri, Apr 26, 2014       D29-25-05 
 JA117S33161783132  Accord       2014  22917  23480  Lucas, Jose             Sat, Apr 27, 2014       D29-25-06 
 JA1X2F12461761C14  Accord       2014  32572  33030  Lucas, Jose             Fri, Apr 26, 2014       D29-25-06 
 JA117S3376174CAC6  Accord       2014  21942  23480  Graham, Sheila          Mon, Apr 29, 2014       D29-25-03 
 JC131F11961719798  CR-V         2014  28546  30995  Graham, Sheila          Tue, Apr 23, 2014       D29-25-03 
 JD136F1146175XB1X  CR-Z         2014  24836  24705  Coleman, Arnold         Tue, Apr 23, 2014       D29-25-05 
 JA1X7S32A6175XB12  Accord       2014  24559  25089  Graham, Sheila          Sun, Apr 28, 2014       D29-25-03 
 JH154SU1A6174CAX4  Odyssey      2014  30280  32375  Lawson, Carolyn         Sat, Apr 27, 2014       D29-25-02 
 JA119S433617197A6  Accord       2014  29627  31480  Lucas, Jose             Mon, Apr 29, 2014       D29-25-06 
 JE141F11A6172A8B8  Crosstour    2014  36805  37640  Coleman, Arnold         Thu, Apr 25, 2014       D29-25-05 
 JD139F3126172A8CX  CR-Z         2014  24875  25705  Coleman, Arnold         Wed, Apr 24, 2014       D29-25-05 
 JA114FU366175XB22  Accord       2014  32043  33930  Coleman, Arnold         Fri, Apr 26, 2014       D29-25-05 
 JD137FU166173B9X4  CR-Z         2014  23678  25705  Rodriguez, Leonard      Wed, Apr 24, 2014       D29-25-01 
 JB127S13361761C36  Civic        2014  15711  16655  Lucas, Jose             Mon, Apr 29, 2014       D29-25-06 
 JG149FU16617X86A8  Insight      2014  24263  25190  Graham, Sheila          Thu, Apr 25, 2014       D29-25-03 
 JB125G1696172A93X  Civic        2014  28375  28505  Walker, Roland          Tue, Apr 23, 2014       D29-25-04 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JD14AF41532671435  CR-Z        2003  22473  33705  Graham, Sheila          Thu, Apr 25, 2014       D29-25-03 
 JH151F11144829CB7  Odyssey     2004  32760  44825  Graham, Sheila          Fri, Apr 26, 2014       D29-25-03 
 JH159F41815218BA9  Odyssey     2001  29833  56825  Coleman, Arnold         Wed, Apr 24, 2014       D29-25-05 
 JH156S31633629CC1  Odyssey     2003  19173  30375  Rodriguez, Leonard      Sat, Apr 27, 2014       D29-25-01 
 JB121S12032P4B113  Civic       2003  11123  16455  Graham, Sheila          Fri, Apr 26, 2014       D29-25-03 
 JC131F1122514B115  CR-V        2002  18732  30995  Lawson, Carolyn         Wed, Apr 24, 2014       D29-25-02 
 JH158S41AYX1X7AA7  Odyssey     2000  17694  41375  Rodriguez, Leonard      Sun, Apr 28, 2014       D29-25-01 
 JC131F1125326X339  CR-V        2005  25834  30995  Lawson, Carolyn         Thu, Apr 25, 2014       D29-25-02 
 JD138FU123X582691  CR-Z        2003  18019  27705  Lucas, Jose             Sun, Apr 28, 2014       D29-25-06 
 JK166FU192X229X33  Ridgeline   2002  27825  47750  Graham, Sheila          Mon, Apr 29, 2014       D29-25-03 
 JH153FU1634929X35  Odyssey     2003  28783  45825  Walker, Roland          Sat, Apr 27, 2014       D29-25-04 
 JD136F11741718C27  CR-Z        2004  18628  24705  Graham, Sheila          Tue, Apr 23, 2014       D29-25-03 
 JH153FU182153A149  Odyssey     2002  28551  45825  Graham, Sheila          Wed, Apr 24, 2014       D29-25-03 
 JH156S3183176X481  Odyssey     2003  20282  30375  Graham, Sheila          Wed, Apr 24, 2014       D29-25-03 
 JD136F11114118C33  CR-Z        2001  12970  24705  Coleman, Arnold         Thu, Apr 25, 2014       D29-25-05 
 JB129S14753429X45  Civic       2005  19403  23055  Lucas, Jose             Sun, Apr 28, 2014       D29-25-06 
 JB127S13412218C37  Civic       2001  8743   16655  Lucas, Jose             Thu, Apr 25, 2014       D29-25-06 
 JH153FU154X9826A9  Odyssey     2004  33480  45825  Graham, Sheila          Sun, Apr 28, 2014       D29-25-03 
 JG148F1173325C381  Insight     2003  15897  24390  Coleman, Arnold         Wed, Apr 24, 2014       D29-25-05 
 JB127S1302X3715A3  Civic       2002  10465  16655  Graham, Sheila          Mon, Apr 29, 2014       D29-25-03 
 JC131F1103153A165  CR-V        2003  20690  30995  Lawson, Carolyn         Thu, Apr 25, 2014       D29-25-02 
 JH153FU183384B277  Odyssey     2003  29616  45825  Graham, Sheila          Sat, Apr 27, 2014       D29-25-03 
