Dealer Name: Kronnen Honda
Address:     4641 Johnstown Drive
             Norbert, FL
Dealer ID:   18
Owner:       Kronnen, Winston
Date:        Thu, Apr  9, 2010 thru Wed, Apr 15, 2010  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JA112F1332153ACC6  Accord       2010  29143  32930  Watkins, Tiffany        Wed, Apr 15, 2010       D18-17-04 
 JB121S1242153ACC8  Civic        2010  15385  16455  Rice, Derrick           Thu, Apr  9, 2010       D18-17-09 
 JH153FU14215X79AX  Odyssey      2010  43304  45825  Richards, Jessica       Wed, Apr 15, 2010       D18-17-02 
 JB125G1692153ACX2  Civic        2010  26509  28505  Peterson, Judy          Fri, Apr 10, 2010       D18-17-01 
 JB121S1272155C124  Civic        2010  14974  16455  Curtis, Jimmie          Thu, Apr  9, 2010       D18-17-06 
 JB129S1482155C126  Civic        2010  21095  23055  Rice, Derrick           Mon, Apr 13, 2010       D18-17-09 
 JH153FU1521571348  Odyssey      2010  42617  45825  Bennett, Tiffany        Wed, Apr 15, 2010       D18-17-07 
 JH152SU122154B15X  Odyssey      2010  27793  30375  Scott, Jack             Tue, Apr 14, 2010       D18-17-08 
 JB121S1212154B152  Civic        2010  15632  16455  Curtis, Jimmie          Fri, Apr 10, 2010       D18-17-06 
 JA111S13A21518B24  Accord       2010  21693  22480  Peterson, Judy          Fri, Apr 10, 2010       D18-17-01 
 JH151F1122154B156  Odyssey      2010  40342  44825  Curtis, Jimmie          Sat, Apr 11, 2010       D18-17-06 
 JH158S41221518B28  Odyssey      2010  39306  41375  Scott, Jack             Sun, Apr 12, 2010       D18-17-08 
 JA111S1312154B16X  Accord       2010  21018  22480  Rice, Derrick           Sat, Apr 11, 2010       D18-17-09 
 JB123H1542153AX52  Civic        2010  26082  27600  Carroll, Danny          Sat, Apr 11, 2010       D18-17-05 
 JH151F114215825A4  Odyssey      2010  40118  44825  Larson, Pauline         Sun, Apr 12, 2010       D18-17-03 
 JJ16AF1112156X386  Pilot        2010  38822  41970  Larson, Pauline         Wed, Apr 15, 2010       D18-17-03 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JC131F115X27711X9  CR-V        2007  20098  30995  Watkins, Tiffany        Wed, Apr 15, 2010       D18-17-04 
 JH155FU14V493AAA1  Odyssey     2005  41997  47825  Peterson, Judy          Sun, Apr 12, 2010       D18-17-01 
 JG148F119Y3P29993  Insight     2008  17737  24390  Bennett, Tiffany        Wed, Apr 15, 2010       D18-17-07 
 JD137FU14X243AAA5  CR-Z        2007  16163  25705  Watkins, Tiffany        Sun, Apr 12, 2010       D18-17-04 
 JH152SU10X195CCC7  Odyssey     2007  19690  30375  Carroll, Danny          Wed, Apr 15, 2010       D18-17-05 
 JB121S127135X7779  Civic       2009  13328  16455  Watkins, Tiffany        Sun, Apr 12, 2010       D18-17-04 
 JH15AS114X416XX11  Odyssey     2007  18512  29375  Bennett, Tiffany        Fri, Apr 10, 2010       D18-17-07 
 JC134F310W475CCX3  CR-V        2006  18792  31995  Bennett, Tiffany        Sun, Apr 12, 2010       D18-17-07 
 JC131F118XX618895  CR-V        2007  20098  30995  Scott, Jack             Mon, Apr 13, 2010       D18-17-08 
 JH155FU14XX43AAB7  Odyssey     2007  31172  47825  Peterson, Judy          Mon, Apr 13, 2010       D18-17-01 
 JG148F117X5271129  Insight     2007  15321  24390  Watkins, Tiffany        Sat, Apr 11, 2010       D18-17-04 
 JH156S317YX24BBX1  Odyssey     2008  22130  30375  Rice, Derrick           Mon, Apr 13, 2010       D18-17-09 
 JK166FU16WX3188A3  Ridgeline   2006  27303  47750  Watkins, Tiffany        Thu, Apr  9, 2010       D18-17-04 
 JE142FU11V5P4BBX5  Crosstour   2005  19813  38640  Curtis, Jimmie          Tue, Apr 14, 2010       D18-17-06 
 JH153FU15Y49299B7  Odyssey     2008  32832  45825  Carroll, Danny          Mon, Apr 13, 2010       D18-17-05 
 JC131F111T23X7799  CR-V        2004  12844  30995  Richards, Jessica       Tue, Apr 14, 2010       D18-17-02 
 JK167FU13V2882251  Ridgeline   2005  24425  49750  Peterson, Judy          Fri, Apr 10, 2010       D18-17-01 
 JD139F3151346XX33  CR-Z        2009  20821  25705  Larson, Pauline         Fri, Apr 10, 2010       D18-17-03 
 JE141F114V23188B5  Crosstour   2005  19288  37640  Richards, Jessica       Tue, Apr 14, 2010       D18-17-02 
 JC131F114Y283AAX7  CR-V        2008  22585  30995  Rice, Derrick           Fri, Apr 10, 2010       D18-17-09 
 JD136F117V4482259  CR-Z        2005  11902  24705  Larson, Pauline         Mon, Apr 13, 2010       D18-17-03 
 JC134F312WX56X171  CR-V        2006  19418  31995  Richards, Jessica       Wed, Apr 15, 2010       D18-17-02 
