Dealer Name: Bill Travers Honda
Address:     7043 George Parson Highway
             Grand Traverse, AL
Dealer ID:   21
Owner:       Travers, Bill
Date:        Wed, Feb 12, 2015 thru Tue, Feb 18, 2015  
New Car Sales
 
        VIN            Model    Year  Price  Orig.       Sales Agent              Sales Date        Agent ID
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB121S1227X73B756  Civic        2015  17052  16455  Evans, Dennis           Fri, Feb 14, 2015       D21-19-05 
 JD14AF4137X719538  CR-Z         2015  33785  33705  Washington, Franklin    Tue, Feb 18, 2015       D21-19-06 
 JC134F3147X73B76X  CR-V         2015  31629  31995  King, Gwendolyn         Mon, Feb 17, 2015       D21-19-04 
 JB127S1397X73B762  Civic        2015  16713  16655  King, Gwendolyn         Mon, Feb 17, 2015       D21-19-04 
 JH157F3177X783CB4  Odyssey      2015  43428  45825  Powell, Jerome          Tue, Feb 18, 2015       D21-19-03 
 JB121S1257X7X8436  Civic        2015  17052  16455  King, Gwendolyn         Wed, Feb 12, 2015       D21-19-04 
 JA111S1357X719548  Accord       2015  21126  22480  West, Ashley            Sun, Feb 16, 2015       D21-19-07 
 JA111S1347X783CCX  Accord       2015  21126  22480  Powell, Jerome          Sat, Feb 15, 2015       D21-19-03 
 JH153FU177X7X8442  Odyssey      2015  43194  45825  Oliver, Melanie         Mon, Feb 17, 2015       D21-19-02 
 JA1X5SU247X761AA4  Accord       2015  27085  27089  Powell, Jerome          Mon, Feb 17, 2015       D21-19-03 
 JB127S1397X772BB6  Civic        2015  16002  16655  Simpson, Georgia        Wed, Feb 12, 2015       D21-19-08 
 JD137FU117X72A668  CR-Z         2015  24415  25705  Washington, Franklin    Fri, Feb 14, 2015       D21-19-06 
 JB121S1227X772BCX  Civic        2015  16261  16455  Washington, Franklin    Mon, Feb 17, 2015       D21-19-06 
 JB127S1347X73B782  Civic        2015  15735  16655  Powell, Jerome          Sat, Feb 15, 2015       D21-19-03 
 JA111S1377X75X9A4  Accord       2015  22188  22480  Oliver, Melanie         Sat, Feb 15, 2015       D21-19-02 
 JB121S1247X72A676  Civic        2015  16525  16455  Oliver, Melanie         Thu, Feb 13, 2015       D21-19-02 
 JD136F1137X75X9A8  CR-Z         2015  22859  24705  Powell, Jerome          Mon, Feb 17, 2015       D21-19-03 
 JA113SU3A7X761ACX  Accord       2015  23743  23480  Carroll, Glenn          Thu, Feb 13, 2015       D21-19-01 
 JB129S1477X72A682  Civic        2015  22003  23055  Washington, Franklin    Thu, Feb 13, 2015       D21-19-06 
 JB123H1597X719574  Civic        2015  26283  27600  King, Gwendolyn         Wed, Feb 12, 2015       D21-19-04 
 JA12AF4347X75X9B6  Accord       2015  40471  41930  King, Gwendolyn         Mon, Feb 17, 2015       D21-19-04 
 JB121S1277X7X8468  Civic        2015  16876  16455  West, Ashley            Sun, Feb 16, 2015       D21-19-07 
 JE142FU197X761AXX  Crosstour    2015  35390  38640  Carroll, Glenn          Fri, Feb 14, 2015       D21-19-01 
 JH15AS1117X7X8472  Odyssey      2015  29127  29375  Washington, Franklin    Tue, Feb 18, 2015       D21-19-06 
 JH155FU167X7X8474  Odyssey      2015  46992  47825  Washington, Franklin    Wed, Feb 12, 2015       D21-19-06 
 
Used Car Sales
 
        VIN            Model    Year  Price  Orig.        Sales Agent             Sales Date        Agent ID 
 =================  ==========  ====  =====  =====  ======================  ======================  =========
 JB127S13A43129B39  Civic       2004  11403  16655  Washington, Franklin    Thu, Feb 13, 2015       D21-19-06 
 JE141F11121529B41  Crosstour   2002  19879  37640  Powell, Jerome          Sun, Feb 16, 2015       D21-19-03 
 JD137FU102143AC53  CR-Z        2002  12965  25705  Oliver, Melanie         Tue, Feb 18, 2015       D21-19-02 
 JH152SU104525C175  Odyssey     2004  20430  30375  Carroll, Glenn          Tue, Feb 18, 2015       D21-19-01 
 JH157F31A4X571397  Odyssey     2004  30597  45825  Washington, Franklin    Mon, Feb 17, 2015       D21-19-06 
 JB124HU5831518A39  Civic       2003  17887  28400  Washington, Franklin    Mon, Feb 17, 2015       D21-19-06 
 JH155FU15511X7931  Odyssey     2005  35764  47825  Washington, Franklin    Fri, Feb 14, 2015       D21-19-06 
 JH153FU1441429B53  Odyssey     2004  30597  45825  Washington, Franklin    Sun, Feb 16, 2015       D21-19-06 
 JA115SU39232713A5  Accord      2002  13495  25480  Carroll, Glenn          Fri, Feb 14, 2015       D21-19-01 
 JH15AS111345713A7  Odyssey     2003  17895  29375  West, Ashley            Mon, Feb 17, 2015       D21-19-07 
 JB121S1247X35C189  Civic        2015  16113  16455  Powell, Jerome          Mon, Feb 17, 2015       D21-19-03 
 JH155FU14332824C1  Odyssey     2003  28965  47825  Carroll, Glenn          Thu, Feb 13, 2015       D21-19-01 
 JH15AS119331X7943  Odyssey     2003  17895  29375  Powell, Jerome          Fri, Feb 14, 2015       D21-19-03 
 JH151F11241P3AC75  Odyssey     2004  29939  44825  Powell, Jerome          Fri, Feb 14, 2015       D21-19-03 
 JH155FU1A3285C197  Odyssey     2003  29930  47825  Oliver, Melanie         Thu, Feb 13, 2015       D21-19-02 
 JA111S133227713B9  Accord      2002  11920  22480  Oliver, Melanie         Sun, Feb 16, 2015       D21-19-02 
 JH159F41744229B71  Odyssey     2004  37835  56825  Evans, Dennis           Wed, Feb 12, 2015       D21-19-05 
 JH155FU1644PX7953  Odyssey     2004  30167  47825  Evans, Dennis           Sun, Feb 16, 2015       D21-19-05 
 JD139F31A323824X5  CR-Z        2003  16216  25705  West, Ashley            Sun, Feb 16, 2015       D21-19-07 
